Date;Start;End;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Feb 18, 2023;9:15 AM;9:30 AM;13,811.75;4,956.25;298.25
Feb 18, 2023;9:30 AM;9:45 AM;13,949.25;4,805.5;329.25
Feb 18, 2023;9:45 AM;10:00 AM;14,050.5;4,574.25;460.75
Feb 18, 2023;10:00 AM;10:15 AM;14,137.5;4,336.75;133.5
Feb 18, 2023;10:15 AM;10:30 AM;14,198;4,104;145.5
Feb 18, 2023;10:30 AM;10:45 AM;14,264.5;4,034.5;245.25
Feb 18, 2023;10:45 AM;11:00 AM;14,315;3,910;505.75
Feb 18, 2023;11:00 AM;11:15 AM;14,405.25;3,814.25;224.5
Feb 18, 2023;11:15 AM;11:30 AM;14,518.75;3,747.75;321.75
Feb 18, 2023;11:30 AM;11:45 AM;14,608.25;3,627.25;356.25
Feb 18, 2023;11:45 AM;12:00 PM;14,507.5;3,311.75;523.25
Feb 18, 2023;12:00 PM;12:15 PM;14,473.75;3,074.75;221.25
Feb 18, 2023;12:15 PM;12:30 PM;14,410.5;2,930.75;254.25
Feb 18, 2023;12:30 PM;12:45 PM;14,355.75;2,748;460.25
Feb 18, 2023;12:45 PM;1:00 PM;14,263.75;2,729;475.5
Feb 18, 2023;1:00 PM;1:15 PM;14,148.25;2,800.75;585.25
Feb 18, 2023;1:15 PM;1:30 PM;14,078.75;2,820.75;644.25
Feb 18, 2023;1:30 PM;1:45 PM;13,902;2,661.75;795
Feb 18, 2023;1:45 PM;2:00 PM;13,758;2,658;633
Feb 18, 2023;2:00 PM;2:15 PM;13,596;2,666;381.75
Feb 18, 2023;2:15 PM;2:30 PM;13,517.25;2,665;411.25
Feb 18, 2023;2:30 PM;2:45 PM;13,509.25;2,814.5;387.75
Feb 18, 2023;2:45 PM;3:00 PM;13,446;3,027.25;255.25
Feb 18, 2023;3:00 PM;3:15 PM;13,408;3,232;301
Feb 18, 2023;3:15 PM;3:30 PM;13,352.5;3,401.25;191.5
Feb 18, 2023;3:30 PM;3:45 PM;13,302.5;3,548;9.25
Feb 18, 2023;3:45 PM;4:00 PM;13,276.25;3,741.25;9.25
Feb 18, 2023;4:00 PM;4:15 PM;13,327.25;4,117.75;417.75
Feb 18, 2023;4:15 PM;4:30 PM;13,315.5;4,314.25;360.25
Feb 18, 2023;4:30 PM;4:45 PM;13,398;4,677.75;47.75
Feb 18, 2023;4:45 PM;5:00 PM;13,483;4,980;51.75
Feb 18, 2023;5:00 PM;5:15 PM;13,760;5,506.25;238.75
Feb 18, 2023;5:15 PM;5:30 PM;13,919.25;5,770.25;72.5
Feb 18, 2023;5:30 PM;5:45 PM;14,157;6,115.5;136.5
Feb 18, 2023;5:45 PM;6:00 PM;14,362.5;6,470.75;120
Feb 18, 2023;6:00 PM;6:15 PM;14,656;6,910;176.5
Feb 18, 2023;6:15 PM;6:30 PM;14,695.75;7,152.75;112.5
Feb 18, 2023;6:30 PM;6:45 PM;14,594.25;7,088.25;113.25
Feb 18, 2023;6:45 PM;7:00 PM;14,508.75;7,081.5;85.5
Feb 18, 2023;7:00 PM;7:15 PM;14,352.75;7,054;67.25
Feb 18, 2023;7:15 PM;7:30 PM;14,233.5;7,079.5;39.25
Feb 18, 2023;7:30 PM;7:45 PM;14,068.5;7,066.75;36
Feb 18, 2023;7:45 PM;8:00 PM;13,870.5;7,008.25;47.25
Feb 18, 2023;8:00 PM;8:15 PM;13,605.75;6,907.75;36.25
Feb 18, 2023;8:15 PM;8:30 PM;13,301.5;6,741;60.5
Feb 18, 2023;8:30 PM;8:45 PM;13,088.5;6,726;85
Feb 18, 2023;8:45 PM;9:00 PM;12,847.5;6,688.5;65.75
Feb 18, 2023;9:00 PM;9:15 PM;12,685;6,719;113
Feb 18, 2023;9:15 PM;9:30 PM;12,575;6,725.75;94
Feb 18, 2023;9:30 PM;9:45 PM;12,446.25;6,813.25;111
Feb 18, 2023;9:45 PM;10:00 PM;12,285.5;6,879.5;140
Feb 18, 2023;10:00 PM;10:15 PM;12,333.5;7,128.75;45.5
Feb 18, 2023;10:15 PM;10:30 PM;12,230.75;7,161.5;53.75
Feb 18, 2023;10:30 PM;10:45 PM;11,984;7,056.75;33.5
Feb 18, 2023;10:45 PM;11:00 PM;11,670.75;6,825;12.75
Feb 18, 2023;11:00 PM;11:15 PM;11,427.5;6,703;7.25
Feb 18, 2023;11:15 PM;11:30 PM;11,228;6,643.5;21.25
Feb 18, 2023;11:30 PM;11:45 PM;11,150.25;6,662.5;26.5
Feb 18, 2023;11:45 PM;12:00 AM;10,985.75;6,550.25;34
Feb 19, 2023;12:00 AM;12:15 AM;10,826.5;6,415;17.25
Feb 19, 2023;12:15 AM;12:30 AM;10,622.75;6,233.25;35.5
Feb 19, 2023;12:30 AM;12:45 AM;10,398.25;6,041;86
Feb 19, 2023;12:45 AM;1:00 AM;10,222.75;5,809.25;167.5
Feb 19, 2023;1:00 AM;1:15 AM;10,042.25;5,564.75;18.25
Feb 19, 2023;1:15 AM;1:30 AM;9,984.5;5,471.75;37.5
Feb 19, 2023;1:30 AM;1:45 AM;9,880;5,296.5;101.25
Feb 19, 2023;1:45 AM;2:00 AM;9,850.75;5,218.5;205
Feb 19, 2023;2:00 AM;2:15 AM;9,784.75;5,091.75;72.5
Feb 19, 2023;2:15 AM;2:30 AM;9,787.75;5,064.5;70
Feb 19, 2023;2:30 AM;2:45 AM;9,748.5;4,958.25;130
Feb 19, 2023;2:45 AM;3:00 AM;9,812.5;4,992;175
Feb 19, 2023;3:00 AM;3:15 AM;9,842.25;4,977.25;246.25
Feb 19, 2023;3:15 AM;3:30 AM;9,865.5;4,929;316.5
Feb 19, 2023;3:30 AM;3:45 AM;9,808.5;4,784.5;280.25
Feb 19, 2023;3:45 AM;4:00 AM;9,838.5;4,728.25;299.75
Feb 19, 2023;4:00 AM;4:15 AM;9,871.25;4,715.5;684.25
Feb 19, 2023;4:15 AM;4:30 AM;9,884;4,700.25;783
Feb 19, 2023;4:30 AM;4:45 AM;9,945.5;4,725.75;759
Feb 19, 2023;4:45 AM;5:00 AM;9,927.5;4,670.5;792.75
Feb 19, 2023;5:00 AM;5:15 AM;9,928;4,632.25;541.25
Feb 19, 2023;5:15 AM;5:30 AM;9,974.75;4,664.5;489.25
Feb 19, 2023;5:30 AM;5:45 AM;9,978;4,666.25;481
Feb 19, 2023;5:45 AM;6:00 AM;9,993.75;4,690.5;495
Feb 19, 2023;6:00 AM;6:15 AM;10,028.25;4,701.25;617.75
Feb 19, 2023;6:15 AM;6:30 AM;10,114.75;4,765.5;555.75
Feb 19, 2023;6:30 AM;6:45 AM;10,143.5;4,826.25;481.25
Feb 19, 2023;6:45 AM;7:00 AM;10,251;4,944;454
Feb 19, 2023;7:00 AM;7:15 AM;10,374.5;5,154;457
Feb 19, 2023;7:15 AM;7:30 AM;10,461;5,381;302.5
Feb 19, 2023;7:30 AM;7:45 AM;10,593.5;5,614.75;204.5
Feb 19, 2023;7:45 AM;8:00 AM;10,757.25;5,826;131.5
Feb 19, 2023;8:00 AM;8:15 AM;11,041.75;6,119.25;161
Feb 19, 2023;8:15 AM;8:30 AM;11,311.5;6,372.25;86.75
Feb 19, 2023;8:30 AM;8:45 AM;11,464.5;6,459.25;41.75
Feb 19, 2023;8:45 AM;9:00 AM;11,644.25;6,550.75;46.5
Feb 19, 2023;9:00 AM;9:15 AM;11,903;6,808;48.75
Feb 19, 2023;9:15 AM;9:30 AM;12,109.25;6,997.25;51.5
Feb 19, 2023;9:30 AM;9:45 AM;12,301;7,079;18.5
Feb 19, 2023;9:45 AM;10:00 AM;12,410;7,068.5;15.25
Feb 19, 2023;10:00 AM;10:15 AM;12,613.5;7,064.75;19
Feb 19, 2023;10:15 AM;10:30 AM;12,781;7,074.5;19.75
Feb 19, 2023;10:30 AM;10:45 AM;12,903.5;7,000.5;18
Feb 19, 2023;10:45 AM;11:00 AM;13,024;6,872;67.75
Feb 19, 2023;11:00 AM;11:15 AM;13,073.5;6,711.5;96.75
Feb 19, 2023;11:15 AM;11:30 AM;13,262.5;6,694.5;117.75
Feb 19, 2023;11:30 AM;11:45 AM;13,434.25;6,625.75;125.75
Feb 19, 2023;11:45 AM;12:00 PM;13,392.5;6,466.25;189.25
Feb 19, 2023;12:00 PM;12:15 PM;13,205.5;6,119.75;75
Feb 19, 2023;12:15 PM;12:30 PM;13,136.25;5,987;95.75
Feb 19, 2023;12:30 PM;12:45 PM;13,093.25;5,897.5;243.5
Feb 19, 2023;12:45 PM;1:00 PM;12,969.75;5,860;345.5
Feb 19, 2023;1:00 PM;1:15 PM;12,855.75;5,803.25;405.75
Feb 19, 2023;1:15 PM;1:30 PM;12,725.75;5,723.5;519.75
Feb 19, 2023;1:30 PM;1:45 PM;12,644;5,730;522.25
Feb 19, 2023;1:45 PM;2:00 PM;12,492;5,640.75;575.75
Feb 19, 2023;2:00 PM;2:15 PM;12,480.5;5,715.5;521.75
Feb 19, 2023;2:15 PM;2:30 PM;12,363.25;5,760.25;423
Feb 19, 2023;2:30 PM;2:45 PM;12,344.5;5,924;135.75
Feb 19, 2023;2:45 PM;3:00 PM;12,172;5,964.75;99
Feb 19, 2023;3:00 PM;3:15 PM;12,259.5;6,355.5;311.5
Feb 19, 2023;3:15 PM;3:30 PM;12,213.5;6,615.5;128
Feb 19, 2023;3:30 PM;3:45 PM;12,189.75;6,902.5;16.75
Feb 19, 2023;3:45 PM;4:00 PM;12,186;7,214.25;17.5
Feb 19, 2023;4:00 PM;4:15 PM;12,119.25;7,431.5;95.75
Feb 19, 2023;4:15 PM;4:30 PM;12,067.5;7,660.5;101.5
Feb 19, 2023;4:30 PM;4:45 PM;12,178;8,063.25;34.75
Feb 19, 2023;4:45 PM;5:00 PM;12,261;8,318;73
Feb 19, 2023;5:00 PM;5:15 PM;12,430;8,529.75;54
Feb 19, 2023;5:15 PM;5:30 PM;12,616.5;8,639.25;41.75
Feb 19, 2023;5:30 PM;5:45 PM;12,863.5;8,783;65
Feb 19, 2023;5:45 PM;6:00 PM;13,232.5;9,037.5;64.75
Feb 19, 2023;6:00 PM;6:15 PM;13,558.75;9,266.25;62.25
Feb 19, 2023;6:15 PM;6:30 PM;13,664;9,262.25;16.5
Feb 19, 2023;6:30 PM;6:45 PM;13,748.75;9,258.75;48.75
Feb 19, 2023;6:45 PM;7:00 PM;13,611.75;9,012.5;22.75
Feb 19, 2023;7:00 PM;7:15 PM;13,474.25;8,867.75;25.25
Feb 19, 2023;7:15 PM;7:30 PM;13,320.25;8,585.5;6.5
Feb 19, 2023;7:30 PM;7:45 PM;13,328.75;8,461.25;14
Feb 19, 2023;7:45 PM;8:00 PM;13,166.75;8,114.5;11.5
Feb 19, 2023;8:00 PM;8:15 PM;13,053.25;7,838;25.25
Feb 19, 2023;8:15 PM;8:30 PM;12,840.25;7,462.75;41.75
Feb 19, 2023;8:30 PM;8:45 PM;12,705;7,228.5;4.25
Feb 19, 2023;8:45 PM;9:00 PM;12,599.75;7,045.25;7.5
Feb 19, 2023;9:00 PM;9:15 PM;12,532.25;7,059.75;39.75
Feb 19, 2023;9:15 PM;9:30 PM;12,441;6,813.5;53.5
Feb 19, 2023;9:30 PM;9:45 PM;12,418.25;6,671.25;70.5
Feb 19, 2023;9:45 PM;10:00 PM;12,384;6,508.5;9.75
Feb 19, 2023;10:00 PM;10:15 PM;12,394.25;6,643.25;46.5
Feb 19, 2023;10:15 PM;10:30 PM;12,370.25;6,544.25;41.75
Feb 19, 2023;10:30 PM;10:45 PM;12,262.25;6,303;51
Feb 19, 2023;10:45 PM;11:00 PM;12,154;6,008.5;41.75
Feb 19, 2023;11:00 PM;11:15 PM;11,839.5;5,620;44
Feb 19, 2023;11:15 PM;11:30 PM;11,659.5;5,321;17.25
Feb 19, 2023;11:30 PM;11:45 PM;11,444;4,965.5;106.5
Feb 19, 2023;11:45 PM;12:00 AM;11,326.5;4,678.5;416.5
Feb 20, 2023;12:00 AM;12:15 AM;11,305.5;4,496.5;259.75
Feb 20, 2023;12:15 AM;12:30 AM;11,191;4,347.25;272.25
Feb 20, 2023;12:30 AM;12:45 AM;11,053;4,231.25;519.5
Feb 20, 2023;12:45 AM;1:00 AM;10,986.5;4,111.75;674.25
Feb 20, 2023;1:00 AM;1:15 AM;10,831;3,916.5;269.25
Feb 20, 2023;1:15 AM;1:30 AM;10,745.75;3,696;361.5
Feb 20, 2023;1:30 AM;1:45 AM;10,674.75;3,486.25;541.25
Feb 20, 2023;1:45 AM;2:00 AM;10,662;3,295.25;706.75
Feb 20, 2023;2:00 AM;2:15 AM;10,692.25;3,117;721.75
Feb 20, 2023;2:15 AM;2:30 AM;10,728;3,042.75;938.5
Feb 20, 2023;2:30 AM;2:45 AM;10,765.5;2,961.75;1,083
Feb 20, 2023;2:45 AM;3:00 AM;10,803.5;2,836;1,141
Feb 20, 2023;3:00 AM;3:15 AM;10,917.25;2,671.5;1,181.75
Feb 20, 2023;3:15 AM;3:30 AM;10,896.75;2,513.75;1,231.75
Feb 20, 2023;3:30 AM;3:45 AM;11,024;2,609.5;1,238.5
Feb 20, 2023;3:45 AM;4:00 AM;11,093;2,550.25;1,269
Feb 20, 2023;4:00 AM;4:15 AM;11,252.5;2,640.75;1,215.75
Feb 20, 2023;4:15 AM;4:30 AM;11,332.25;2,573.25;1,219.5
Feb 20, 2023;4:30 AM;4:45 AM;11,540.25;2,670.25;1,186.25
Feb 20, 2023;4:45 AM;5:00 AM;11,685.75;2,706;1,194
Feb 20, 2023;5:00 AM;5:15 AM;12,005.75;2,987;980.25
Feb 20, 2023;5:15 AM;5:30 AM;12,172.75;2,996;1,000.75
Feb 20, 2023;5:30 AM;5:45 AM;12,356;3,133.75;812.5
Feb 20, 2023;5:45 AM;6:00 AM;12,734;3,313.75;556.75
Feb 20, 2023;6:00 AM;6:15 AM;13,285.5;3,789;321.75
Feb 20, 2023;6:15 AM;6:30 AM;13,774;4,239;37.75
Feb 20, 2023;6:30 AM;6:45 AM;14,126.25;4,469;53
Feb 20, 2023;6:45 AM;7:00 AM;14,440;4,710.75;67.75
Feb 20, 2023;7:00 AM;7:15 AM;14,782;4,975;89
Feb 20, 2023;7:15 AM;7:30 AM;14,917.5;5,089.5;82.5
Feb 20, 2023;7:30 AM;7:45 AM;15,041.25;5,117.25;105
Feb 20, 2023;7:45 AM;8:00 AM;15,199.25;5,049.5;80.5
Feb 20, 2023;8:00 AM;8:15 AM;15,482.25;5,081.75;82.75
Feb 20, 2023;8:15 AM;8:30 AM;15,630.5;5,009.25;87.75
Feb 20, 2023;8:30 AM;8:45 AM;15,696.25;4,687.75;114.25
Feb 20, 2023;8:45 AM;9:00 AM;15,770.75;4,421;355
Feb 20, 2023;9:00 AM;9:15 AM;15,771.75;4,011;443.25
Feb 20, 2023;9:15 AM;9:30 AM;15,839;3,700.25;651.5
Feb 20, 2023;9:30 AM;9:45 AM;15,980.5;3,473.5;927.25
Feb 20, 2023;9:45 AM;10:00 AM;16,005.25;3,232.75;888.5
Feb 20, 2023;10:00 AM;10:15 AM;16,090;2,781.5;715.5
Feb 20, 2023;10:15 AM;10:30 AM;16,222.5;2,411.5;917.25
Feb 20, 2023;10:30 AM;10:45 AM;16,255.25;2,273.75;1,043.75
Feb 20, 2023;10:45 AM;11:00 AM;16,270.25;2,226.75;1,081.5
Feb 20, 2023;11:00 AM;11:15 AM;16,432;1,921.25;1,161.75
Feb 20, 2023;11:15 AM;11:30 AM;16,573.25;1,680.75;1,252.5
Feb 20, 2023;11:30 AM;11:45 AM;16,536.5;1,661.5;1,204.5
Feb 20, 2023;11:45 AM;12:00 PM;16,476.5;1,686.5;1,226.75
Feb 20, 2023;12:00 PM;12:15 PM;16,480.75;1,534.75;1,191
Feb 20, 2023;12:15 PM;12:30 PM;16,465.75;1,468;1,180.25
Feb 20, 2023;12:30 PM;12:45 PM;16,365.25;1,487.25;1,202.75
Feb 20, 2023;12:45 PM;1:00 PM;16,270;1,430.25;1,240.75
Feb 20, 2023;1:00 PM;1:15 PM;16,208.5;1,386.5;1,216.25
Feb 20, 2023;1:15 PM;1:30 PM;16,111.5;1,324.25;1,237
Feb 20, 2023;1:30 PM;1:45 PM;15,947;1,421;1,149.75
Feb 20, 2023;1:45 PM;2:00 PM;15,792.75;1,509.5;1,130.75
Feb 20, 2023;2:00 PM;2:15 PM;15,717;1,689.75;1,095.25
Feb 20, 2023;2:15 PM;2:30 PM;15,684;1,769;1,091.5
Feb 20, 2023;2:30 PM;2:45 PM;15,662.5;1,766.5;1,120.25
Feb 20, 2023;2:45 PM;3:00 PM;15,627.75;1,841.75;1,001.75
Feb 20, 2023;3:00 PM;3:15 PM;15,382.5;1,791.75;1,118.5
Feb 20, 2023;3:15 PM;3:30 PM;15,314;1,918.5;878.25
Feb 20, 2023;3:30 PM;3:45 PM;15,179.25;2,005.5;868.25
Feb 20, 2023;3:45 PM;4:00 PM;15,075;2,211.5;844
Feb 20, 2023;4:00 PM;4:15 PM;15,079;2,828.5;1,075.25
Feb 20, 2023;4:15 PM;4:30 PM;15,027.25;3,156;920.5
Feb 20, 2023;4:30 PM;4:45 PM;15,118;3,482.75;574.5
Feb 20, 2023;4:45 PM;5:00 PM;15,257.75;3,926.25;332.75
Feb 20, 2023;5:00 PM;5:15 PM;15,435.75;4,587.5;359.5
Feb 20, 2023;5:15 PM;5:30 PM;15,612;5,337.25;83
Feb 20, 2023;5:30 PM;5:45 PM;15,711.75;5,811.25;47.75
Feb 20, 2023;5:45 PM;6:00 PM;15,887;6,094.75;41.5
Feb 20, 2023;6:00 PM;6:15 PM;15,994.75;6,172.75;119.5
Feb 20, 2023;6:15 PM;6:30 PM;16,168.25;6,353.25;120.5
Feb 20, 2023;6:30 PM;6:45 PM;16,267;6,519.25;69
Feb 20, 2023;6:45 PM;7:00 PM;16,250.25;6,570.5;46.5
Feb 20, 2023;7:00 PM;7:15 PM;16,126.5;6,532;41.25
Feb 20, 2023;7:15 PM;7:30 PM;15,942.5;6,400;45.75
Feb 20, 2023;7:30 PM;7:45 PM;15,797.5;6,295.25;76.5
Feb 20, 2023;7:45 PM;8:00 PM;15,615;6,091.5;126.5
Feb 20, 2023;8:00 PM;8:15 PM;15,412;5,859.75;118.25
Feb 20, 2023;8:15 PM;8:30 PM;15,175.25;5,640.75;100.25
Feb 20, 2023;8:30 PM;8:45 PM;14,870.5;5,399;96.75
Feb 20, 2023;8:45 PM;9:00 PM;14,591.25;5,155.75;214.75
Feb 20, 2023;9:00 PM;9:15 PM;14,445.75;5,032.25;132.25
Feb 20, 2023;9:15 PM;9:30 PM;14,264.25;4,928;150.75
Feb 20, 2023;9:30 PM;9:45 PM;14,066.5;4,790.5;170
Feb 20, 2023;9:45 PM;10:00 PM;13,829.25;4,713.25;223.75
Feb 20, 2023;10:00 PM;10:15 PM;13,751;4,817.75;70.5
Feb 20, 2023;10:15 PM;10:30 PM;13,645.5;4,699.5;54.5
Feb 20, 2023;10:30 PM;10:45 PM;13,406;4,531.25;172.25
Feb 20, 2023;10:45 PM;11:00 PM;13,189.5;4,371.25;275.75
Feb 20, 2023;11:00 PM;11:15 PM;12,993.75;4,153.75;338.5
Feb 20, 2023;11:15 PM;11:30 PM;12,852;4,088.5;430.75
Feb 20, 2023;11:30 PM;11:45 PM;12,675.75;3,993.25;523.25
Feb 20, 2023;11:45 PM;12:00 AM;12,502;3,884.25;732.25
Feb 21, 2023;12:00 AM;12:15 AM;12,271.75;3,606.25;1,017.5
Feb 21, 2023;12:15 AM;12:30 AM;12,159.25;3,588.25;1,172.5
Feb 21, 2023;12:30 AM;12:45 AM;12,117.25;3,609.25;1,246.25
Feb 21, 2023;12:45 AM;1:00 AM;11,962.25;3,571;1,299.5
Feb 21, 2023;1:00 AM;1:15 AM;11,882;3,395.25;1,312.75
Feb 21, 2023;1:15 AM;1:30 AM;11,775;3,336.75;1,408.25
Feb 21, 2023;1:30 AM;1:45 AM;11,756;3,419.25;1,401.5
Feb 21, 2023;1:45 AM;2:00 AM;11,644.25;3,412.5;1,373.25
Feb 21, 2023;2:00 AM;2:15 AM;11,593.5;3,372;1,333.5
Feb 21, 2023;2:15 AM;2:30 AM;11,554.75;3,451;1,352
Feb 21, 2023;2:30 AM;2:45 AM;11,595.75;3,568.5;1,216.5
Feb 21, 2023;2:45 AM;3:00 AM;11,612.5;3,712.75;1,162
Feb 21, 2023;3:00 AM;3:15 AM;11,652.5;3,822.75;1,144.5
Feb 21, 2023;3:15 AM;3:30 AM;11,648;3,843.5;1,128.75
Feb 21, 2023;3:30 AM;3:45 AM;11,673.25;3,915;1,035
Feb 21, 2023;3:45 AM;4:00 AM;11,702.75;4,061.75;929.25
Feb 21, 2023;4:00 AM;4:15 AM;11,939;4,366.75;1,064.75
Feb 21, 2023;4:15 AM;4:30 AM;12,044.5;4,634;850
Feb 21, 2023;4:30 AM;4:45 AM;12,176;4,907.25;603.75
Feb 21, 2023;4:45 AM;5:00 AM;12,338.75;5,196.75;450.75
Feb 21, 2023;5:00 AM;5:15 AM;12,608.25;5,295.75;367.25
Feb 21, 2023;5:15 AM;5:30 AM;12,676.5;5,417;359.75
Feb 21, 2023;5:30 AM;5:45 AM;12,921.25;5,711.75;132.5
Feb 21, 2023;5:45 AM;6:00 AM;13,294;6,084.25;90.25
Feb 21, 2023;6:00 AM;6:15 AM;14,018;6,781.25;383.5
Feb 21, 2023;6:15 AM;6:30 AM;14,428.75;7,191.25;147
Feb 21, 2023;6:30 AM;6:45 AM;14,758.5;7,603.5;37
Feb 21, 2023;6:45 AM;7:00 AM;15,081.75;7,997;3.75
Feb 21, 2023;7:00 AM;7:15 AM;15,357.75;8,412.75;88
Feb 21, 2023;7:15 AM;7:30 AM;15,500.75;8,753.5;39
Feb 21, 2023;7:30 AM;7:45 AM;15,696.25;8,986;6
Feb 21, 2023;7:45 AM;8:00 AM;15,808.25;9,109.25;5.75
Feb 21, 2023;8:00 AM;8:15 AM;15,939.5;9,031.5;5.5
Feb 21, 2023;8:15 AM;8:30 AM;16,137.5;9,067.5;5.5
Feb 21, 2023;8:30 AM;8:45 AM;16,205.5;8,932.25;15.25
Feb 21, 2023;8:45 AM;9:00 AM;16,161.25;8,711.25;69.25
Feb 21, 2023;9:00 AM;9:15 AM;16,259.25;8,608.75;34.25
Feb 21, 2023;9:15 AM;9:30 AM;16,335;8,531;43.25
Feb 21, 2023;9:30 AM;9:45 AM;16,340;8,418.5;74
Feb 21, 2023;9:45 AM;10:00 AM;16,401.5;8,388.75;164.5
Feb 21, 2023;10:00 AM;10:15 AM;16,328.25;8,228.25;24.75
Feb 21, 2023;10:15 AM;10:30 AM;16,457.75;8,208.25;73.25
Feb 21, 2023;10:30 AM;10:45 AM;16,488;8,186.5;181.75
Feb 21, 2023;10:45 AM;11:00 AM;16,452;8,048.75;223.75
Feb 21, 2023;11:00 AM;11:15 AM;16,448.5;7,954.25;135
Feb 21, 2023;11:15 AM;11:30 AM;16,518.5;7,906.75;221.25
Feb 21, 2023;11:30 AM;11:45 AM;16,503;7,863.75;184.25
Feb 21, 2023;11:45 AM;12:00 PM;16,454;7,760;289
Feb 21, 2023;12:00 PM;12:15 PM;16,389;7,715.25;471
Feb 21, 2023;12:15 PM;12:30 PM;16,379;7,664.5;463.75
Feb 21, 2023;12:30 PM;12:45 PM;16,362;7,660;383.25
Feb 21, 2023;12:45 PM;1:00 PM;16,228.25;7,634.25;432.5
Feb 21, 2023;1:00 PM;1:15 PM;16,159.25;7,612.25;405
Feb 21, 2023;1:15 PM;1:30 PM;16,049.25;7,682;401.75
Feb 21, 2023;1:30 PM;1:45 PM;15,879.5;7,698;367
Feb 21, 2023;1:45 PM;2:00 PM;15,762.75;7,876.25;452
Feb 21, 2023;2:00 PM;2:15 PM;15,759;8,242.5;608
Feb 21, 2023;2:15 PM;2:30 PM;15,600;8,439.5;412.75
Feb 21, 2023;2:30 PM;2:45 PM;15,633.75;8,815.75;306
Feb 21, 2023;2:45 PM;3:00 PM;15,467;9,049;175.5
Feb 21, 2023;3:00 PM;3:15 PM;15,464.25;9,502.25;393.5
Feb 21, 2023;3:15 PM;3:30 PM;15,343.5;9,876.5;243.5
Feb 21, 2023;3:30 PM;3:45 PM;15,174;10,180.75;49
Feb 21, 2023;3:45 PM;4:00 PM;15,071.25;10,583.5;37
Feb 21, 2023;4:00 PM;4:15 PM;15,086.25;11,104;201.25
Feb 21, 2023;4:15 PM;4:30 PM;15,035;11,643.75;67.25
Feb 21, 2023;4:30 PM;4:45 PM;15,046;12,161.25;52
Feb 21, 2023;4:45 PM;5:00 PM;15,005;12,564.5;33.75
Feb 21, 2023;5:00 PM;5:15 PM;15,181.25;13,122.75;85
Feb 21, 2023;5:15 PM;5:30 PM;15,243.25;13,475.25;43.25
Feb 21, 2023;5:30 PM;5:45 PM;15,458;13,896;40.5
Feb 21, 2023;5:45 PM;6:00 PM;15,666.5;14,209.5;40.5
Feb 21, 2023;6:00 PM;6:15 PM;15,834;14,439.75;40.5
Feb 21, 2023;6:15 PM;6:30 PM;15,946.75;14,621.75;41
Feb 21, 2023;6:30 PM;6:45 PM;16,003.5;14,738.75;41
Feb 21, 2023;6:45 PM;7:00 PM;15,984.75;14,768.5;40.5
Feb 21, 2023;7:00 PM;7:15 PM;15,894;14,716.5;40.25
Feb 21, 2023;7:15 PM;7:30 PM;15,715.75;14,579;6.5
Feb 21, 2023;7:30 PM;7:45 PM;15,544.25;14,441.25;1.75
Feb 21, 2023;7:45 PM;8:00 PM;15,411;14,324;3
Feb 21, 2023;8:00 PM;8:15 PM;15,129.25;14,089.75;39.25
Feb 21, 2023;8:15 PM;8:30 PM;14,851.75;13,874.75;35
Feb 21, 2023;8:30 PM;8:45 PM;14,613;13,726;2
Feb 21, 2023;8:45 PM;9:00 PM;14,283;13,477.5;2.25
Feb 21, 2023;9:00 PM;9:15 PM;14,072.25;13,345;2
Feb 21, 2023;9:15 PM;9:30 PM;13,955.75;13,288.5;3.25
Feb 21, 2023;9:30 PM;9:45 PM;13,782.75;13,161;34.75
Feb 21, 2023;9:45 PM;10:00 PM;13,507;12,920.25;31.5
Feb 21, 2023;10:00 PM;10:15 PM;13,442.75;12,876.5;2.75
Feb 21, 2023;10:15 PM;10:30 PM;13,243.25;12,692.25;34.75
Feb 21, 2023;10:30 PM;10:45 PM;12,994.5;12,460.25;47
Feb 21, 2023;10:45 PM;11:00 PM;12,813.75;12,303.5;117.5
Feb 21, 2023;11:00 PM;11:15 PM;12,539.25;12,038.5;27.5
Feb 21, 2023;11:15 PM;11:30 PM;12,299.25;11,828.25;19.25
Feb 21, 2023;11:30 PM;11:45 PM;12,074.75;11,620;41.75
Feb 21, 2023;11:45 PM;12:00 AM;11,831;11,382.75;158.75
Feb 22, 2023;12:00 AM;12:15 AM;11,766.5;11,298.5;9.75
Feb 22, 2023;12:15 AM;12:30 AM;11,585.5;11,094;98.75
Feb 22, 2023;12:30 AM;12:45 AM;11,422.75;10,906;306.25
Feb 22, 2023;12:45 AM;1:00 AM;11,294;10,759.75;513.5
Feb 22, 2023;1:00 AM;1:15 AM;11,255.75;10,722.25;329.5
Feb 22, 2023;1:15 AM;1:30 AM;11,230.25;10,705;353.75
Feb 22, 2023;1:30 AM;1:45 AM;11,127.5;10,592.75;448.5
Feb 22, 2023;1:45 AM;2:00 AM;11,053.75;10,501.5;413.75
Feb 22, 2023;2:00 AM;2:15 AM;10,988.25;10,422.25;515.75
Feb 22, 2023;2:15 AM;2:30 AM;10,974.5;10,395.75;540.75
Feb 22, 2023;2:30 AM;2:45 AM;10,950.75;10,351.25;572.75
Feb 22, 2023;2:45 AM;3:00 AM;10,945.25;10,315.25;646.75
