Date;Start;End;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Jan 1, 2023;12:00 AM;12:15 AM;9,720.75;1,890.75;424.75
Jan 1, 2023;12:15 AM;12:30 AM;9,641.25;1,739.5;443.5
Jan 1, 2023;12:30 AM;12:45 AM;9,609.5;1,490.25;546.25
Jan 1, 2023;12:45 AM;1:00 AM;9,565;1,646.25;519
Jan 1, 2023;1:00 AM;1:15 AM;9,473.5;1,366;222.5
Jan 1, 2023;1:15 AM;1:30 AM;9,448;1,216.75;383.25
Jan 1, 2023;1:30 AM;1:45 AM;9,550.25;1,346.75;653.25
Jan 1, 2023;1:45 AM;2:00 AM;9,463.75;1,115;766.5
Jan 1, 2023;2:00 AM;2:15 AM;9,358.5;1,119.75;764.75
Jan 1, 2023;2:15 AM;2:30 AM;9,306;917.25;863.5
Jan 1, 2023;2:30 AM;2:45 AM;9,250.75;1,051.5;943.5
Jan 1, 2023;2:45 AM;3:00 AM;9,188;906.5;1,065
Jan 1, 2023;3:00 AM;3:15 AM;9,140.5;1,308.25;1,078.25
Jan 1, 2023;3:15 AM;3:30 AM;9,012.25;1,358.5;1,113
Jan 1, 2023;3:30 AM;3:45 AM;8,989.25;1,455.5;1,106.25
Jan 1, 2023;3:45 AM;4:00 AM;8,997.5;1,545.5;1,088
Jan 1, 2023;4:00 AM;4:15 AM;8,962.75;1,402.75;1,084.5
Jan 1, 2023;4:15 AM;4:30 AM;8,911.25;1,414.5;1,097.5
Jan 1, 2023;4:30 AM;4:45 AM;8,906;1,473;1,128.25
Jan 1, 2023;4:45 AM;5:00 AM;8,931.5;1,520.25;1,101.25
Jan 1, 2023;5:00 AM;5:15 AM;8,970;1,292;1,240.25
Jan 1, 2023;5:15 AM;5:30 AM;8,969;1,425.75;1,194.75
Jan 1, 2023;5:30 AM;5:45 AM;8,979;1,525.75;1,129.5
Jan 1, 2023;5:45 AM;6:00 AM;8,936.25;1,475.75;1,145.5
Jan 1, 2023;6:00 AM;6:15 AM;8,841.25;1,301.5;1,329
Jan 1, 2023;6:15 AM;6:30 AM;8,887.75;1,415.75;1,347.5
Jan 1, 2023;6:30 AM;6:45 AM;8,828.75;1,368;1,321
Jan 1, 2023;6:45 AM;7:00 AM;8,840;1,421.25;1,289.25
Jan 1, 2023;7:00 AM;7:15 AM;9,002;1,295.75;1,122.75
Jan 1, 2023;7:15 AM;7:30 AM;9,054.25;1,410;1,045
Jan 1, 2023;7:30 AM;7:45 AM;9,112;1,446.25;982.25
Jan 1, 2023;7:45 AM;8:00 AM;9,168.25;1,582.25;930.5
Jan 1, 2023;8:00 AM;8:15 AM;9,100.5;1,616.75;895.25
Jan 1, 2023;8:15 AM;8:30 AM;9,171.5;1,682.75;929.5
Jan 1, 2023;8:30 AM;8:45 AM;9,303.25;1,802.25;799.75
Jan 1, 2023;8:45 AM;9:00 AM;9,410.5;1,806.75;761.75
Jan 1, 2023;9:00 AM;9:15 AM;9,560.75;1,772.5;554.25
Jan 1, 2023;9:15 AM;9:30 AM;9,786.5;1,798.5;569.75
Jan 1, 2023;9:30 AM;9:45 AM;9,954.75;1,850.25;538.25
Jan 1, 2023;9:45 AM;10:00 AM;10,087.75;1,826.75;657.25
Jan 1, 2023;10:00 AM;10:15 AM;10,021.25;1,533.5;468.75
Jan 1, 2023;10:15 AM;10:30 AM;10,188.25;1,629.75;489.75
Jan 1, 2023;10:30 AM;10:45 AM;10,399.25;1,799.75;472
Jan 1, 2023;10:45 AM;11:00 AM;10,562;1,932.25;434.75
Jan 1, 2023;11:00 AM;11:15 AM;10,692;1,988.25;408.5
Jan 1, 2023;11:15 AM;11:30 AM;10,946.5;2,123.5;311.5
Jan 1, 2023;11:30 AM;11:45 AM;11,093.5;2,120;296.5
Jan 1, 2023;11:45 AM;12:00 PM;11,117;2,106.75;287.25
Jan 1, 2023;12:00 PM;12:15 PM;11,120.5;2,293;311.5
Jan 1, 2023;12:15 PM;12:30 PM;11,145;2,502.5;279.5
Jan 1, 2023;12:30 PM;12:45 PM;11,080.75;2,577;250
Jan 1, 2023;12:45 PM;1:00 PM;10,985.5;2,526.25;322.75
Jan 1, 2023;1:00 PM;1:15 PM;11,018.5;2,557.5;489
Jan 1, 2023;1:15 PM;1:30 PM;10,962.75;2,684.25;462.5
Jan 1, 2023;1:30 PM;1:45 PM;10,916.25;2,936.5;323.75
Jan 1, 2023;1:45 PM;2:00 PM;10,849.75;3,078;319.25
Jan 1, 2023;2:00 PM;2:15 PM;10,844;2,518.5;652
Jan 1, 2023;2:15 PM;2:30 PM;10,828.25;2,576.25;566.5
Jan 1, 2023;2:30 PM;2:45 PM;10,884.5;2,998;398
Jan 1, 2023;2:45 PM;3:00 PM;10,840.25;3,068.75;193.25
Jan 1, 2023;3:00 PM;3:15 PM;10,952.25;3,049.25;438.75
Jan 1, 2023;3:15 PM;3:30 PM;10,892.75;3,024.25;371.75
Jan 1, 2023;3:30 PM;3:45 PM;10,950.75;3,297.75;101.75
Jan 1, 2023;3:45 PM;4:00 PM;10,972.5;3,579;35.75
Jan 1, 2023;4:00 PM;4:15 PM;11,156;4,010.25;51.75
Jan 1, 2023;4:15 PM;4:30 PM;11,306.5;4,350;104
Jan 1, 2023;4:30 PM;4:45 PM;11,486.5;4,649.75;81.25
Jan 1, 2023;4:45 PM;5:00 PM;11,726.5;5,009;39.75
Jan 1, 2023;5:00 PM;5:15 PM;12,041.25;5,426;37.25
Jan 1, 2023;5:15 PM;5:30 PM;12,143.25;5,555.75;36.75
Jan 1, 2023;5:30 PM;5:45 PM;12,245.75;5,670;36.75
Jan 1, 2023;5:45 PM;6:00 PM;12,270.25;5,683.75;35
Jan 1, 2023;6:00 PM;6:15 PM;12,273.5;5,765;82
Jan 1, 2023;6:15 PM;6:30 PM;12,226.5;5,790.75;89
Jan 1, 2023;6:30 PM;6:45 PM;12,148;5,735;93.75
Jan 1, 2023;6:45 PM;7:00 PM;12,039.25;5,677;78.5
Jan 1, 2023;7:00 PM;7:15 PM;12,023;5,716;93
Jan 1, 2023;7:15 PM;7:30 PM;11,925.25;5,597.75;131.5
Jan 1, 2023;7:30 PM;7:45 PM;11,812;5,514.75;91.5
Jan 1, 2023;7:45 PM;8:00 PM;11,631;5,392.25;97.5
Jan 1, 2023;8:00 PM;8:15 PM;11,500.75;5,245.5;40.75
Jan 1, 2023;8:15 PM;8:30 PM;11,319.75;5,054;56.5
Jan 1, 2023;8:30 PM;8:45 PM;11,122.25;4,847.75;139
Jan 1, 2023;8:45 PM;9:00 PM;10,934.75;4,577.25;295
Jan 1, 2023;9:00 PM;9:15 PM;10,929.5;4,402.5;60.75
Jan 1, 2023;9:15 PM;9:30 PM;10,832.75;4,398.25;73.5
Jan 1, 2023;9:30 PM;9:45 PM;10,759;4,430.25;137.25
Jan 1, 2023;9:45 PM;10:00 PM;10,714.5;4,478.25;203.25
Jan 1, 2023;10:00 PM;10:15 PM;10,814.75;4,732.5;70.25
Jan 1, 2023;10:15 PM;10:30 PM;10,692.25;4,752.75;57
Jan 1, 2023;10:30 PM;10:45 PM;10,531.5;4,702;50
Jan 1, 2023;10:45 PM;11:00 PM;10,306.5;4,534.75;86.75
Jan 1, 2023;11:00 PM;11:15 PM;10,126.5;4,366.25;58
Jan 1, 2023;11:15 PM;11:30 PM;9,862.75;4,109.75;114.5
Jan 1, 2023;11:30 PM;11:45 PM;9,667.25;3,903.75;262
Jan 1, 2023;11:45 PM;12:00 AM;9,504.5;3,818.75;468.75
Jan 2, 2023;12:00 AM;12:15 AM;9,411.75;3,839.25;572.25
Jan 2, 2023;12:15 AM;12:30 AM;9,336;3,890.25;827.75
Jan 2, 2023;12:30 AM;12:45 AM;9,161;3,875.25;966.5
Jan 2, 2023;12:45 AM;1:00 AM;9,038;3,858.75;1,019.25
Jan 2, 2023;1:00 AM;1:15 AM;8,954.25;3,735.25;924.25
Jan 2, 2023;1:15 AM;1:30 AM;8,869.5;3,606;1,069.5
Jan 2, 2023;1:30 AM;1:45 AM;8,868.5;3,650.5;1,083
Jan 2, 2023;1:45 AM;2:00 AM;8,912.25;3,745.75;1,117
Jan 2, 2023;2:00 AM;2:15 AM;8,891.75;3,496.75;938
Jan 2, 2023;2:15 AM;2:30 AM;8,811.75;3,236.75;1,033.5
Jan 2, 2023;2:30 AM;2:45 AM;8,849.25;3,259;1,110
Jan 2, 2023;2:45 AM;3:00 AM;8,920.5;3,310.25;1,174.25
Jan 2, 2023;3:00 AM;3:15 AM;8,996.5;3,299.25;1,174
Jan 2, 2023;3:15 AM;3:30 AM;9,013.25;3,187.25;1,297
Jan 2, 2023;3:30 AM;3:45 AM;9,069.75;3,147;1,282.25
Jan 2, 2023;3:45 AM;4:00 AM;9,168.25;3,154;1,316.75
Jan 2, 2023;4:00 AM;4:15 AM;9,284.5;3,090.75;1,138.25
Jan 2, 2023;4:15 AM;4:30 AM;9,414.25;3,137.25;1,146.75
Jan 2, 2023;4:30 AM;4:45 AM;9,563;3,207.75;1,217.25
Jan 2, 2023;4:45 AM;5:00 AM;9,722.75;3,205.75;1,297.25
Jan 2, 2023;5:00 AM;5:15 AM;9,922.25;3,415.75;1,376.25
Jan 2, 2023;5:15 AM;5:30 AM;10,099.25;3,531.75;1,446
Jan 2, 2023;5:30 AM;5:45 AM;10,343;3,650.5;1,303.5
Jan 2, 2023;5:45 AM;6:00 AM;10,723.25;3,853.25;983.75
Jan 2, 2023;6:00 AM;6:15 AM;11,298.25;4,235.75;798.75
Jan 2, 2023;6:15 AM;6:30 AM;11,656;4,458.5;907
Jan 2, 2023;6:30 AM;6:45 AM;12,013.25;4,764.75;828
Jan 2, 2023;6:45 AM;7:00 AM;12,271.5;4,952;430.5
Jan 2, 2023;7:00 AM;7:15 AM;12,608.75;5,177.25;337
Jan 2, 2023;7:15 AM;7:30 AM;12,913.5;5,410.75;240.25
Jan 2, 2023;7:30 AM;7:45 AM;13,261.25;5,620.25;229
Jan 2, 2023;7:45 AM;8:00 AM;13,538.25;5,672.75;170.25
Jan 2, 2023;8:00 AM;8:15 AM;13,888.75;5,935;257
Jan 2, 2023;8:15 AM;8:30 AM;14,007.75;5,975.75;255
Jan 2, 2023;8:30 AM;8:45 AM;14,153;5,902.75;245.75
Jan 2, 2023;8:45 AM;9:00 AM;14,182.5;5,777.75;316.75
Jan 2, 2023;9:00 AM;9:15 AM;14,294;5,663;116.25
Jan 2, 2023;9:15 AM;9:30 AM;14,252;5,496.75;156.25
Jan 2, 2023;9:30 AM;9:45 AM;14,379.25;5,555.25;177.5
Jan 2, 2023;9:45 AM;10:00 AM;14,515.75;5,605.25;215.5
Jan 2, 2023;10:00 AM;10:15 AM;14,581.5;5,635;69.5
Jan 2, 2023;10:15 AM;10:30 AM;14,678;5,584.5;110.5
Jan 2, 2023;10:30 AM;10:45 AM;14,811;5,731.25;116.75
Jan 2, 2023;10:45 AM;11:00 AM;14,937;5,811.25;50.5
Jan 2, 2023;11:00 AM;11:15 AM;14,885;5,568.75;3.5
Jan 2, 2023;11:15 AM;11:30 AM;15,086.5;5,654.25;5.75
Jan 2, 2023;11:30 AM;11:45 AM;15,156.25;5,726.25;38.25
Jan 2, 2023;11:45 AM;12:00 PM;15,295.25;5,855.75;61
Jan 2, 2023;12:00 PM;12:15 PM;15,400;5,905.25;63.5
Jan 2, 2023;12:15 PM;12:30 PM;15,340.25;5,907;75.75
Jan 2, 2023;12:30 PM;12:45 PM;15,365.75;5,981.25;198.25
Jan 2, 2023;12:45 PM;1:00 PM;15,289.25;5,966.5;158
Jan 2, 2023;1:00 PM;1:15 PM;15,232.25;5,938;87.75
Jan 2, 2023;1:15 PM;1:30 PM;15,129.5;6,042.75;118.75
Jan 2, 2023;1:30 PM;1:45 PM;15,098.25;6,203;123.25
Jan 2, 2023;1:45 PM;2:00 PM;14,970.5;6,190;100.25
Jan 2, 2023;2:00 PM;2:15 PM;14,832.25;6,130.75;229.5
Jan 2, 2023;2:15 PM;2:30 PM;14,776.75;6,152.25;146
Jan 2, 2023;2:30 PM;2:45 PM;14,807.25;6,399.25;44.25
Jan 2, 2023;2:45 PM;3:00 PM;14,767.75;6,640;26.5
Jan 2, 2023;3:00 PM;3:15 PM;14,871.75;7,023.25;54
Jan 2, 2023;3:15 PM;3:30 PM;14,755;7,142.25;46.5
Jan 2, 2023;3:30 PM;3:45 PM;14,683.25;7,211.5;72.25
Jan 2, 2023;3:45 PM;4:00 PM;14,697.5;7,260.75;30.75
Jan 2, 2023;4:00 PM;4:15 PM;14,786.5;7,428.5;75.5
Jan 2, 2023;4:15 PM;4:30 PM;14,874.25;7,698;55.75
Jan 2, 2023;4:30 PM;4:45 PM;14,939.75;7,782.75;77.25
Jan 2, 2023;4:45 PM;5:00 PM;15,109;7,983.25;47.5
Jan 2, 2023;5:00 PM;5:15 PM;15,251.75;8,107.25;15
Jan 2, 2023;5:15 PM;5:30 PM;15,221.25;8,047;27.5
Jan 2, 2023;5:30 PM;5:45 PM;15,195.25;7,956;64.75
Jan 2, 2023;5:45 PM;6:00 PM;15,196;7,842.5;151.75
Jan 2, 2023;6:00 PM;6:15 PM;15,204;7,868.75;78.75
Jan 2, 2023;6:15 PM;6:30 PM;15,114;7,823.25;63.25
Jan 2, 2023;6:30 PM;6:45 PM;15,035;7,771.75;76.75
Jan 2, 2023;6:45 PM;7:00 PM;15,049;7,727;104.75
Jan 2, 2023;7:00 PM;7:15 PM;14,988.25;7,665.25;57.5
Jan 2, 2023;7:15 PM;7:30 PM;14,936.75;7,699.75;54.75
Jan 2, 2023;7:30 PM;7:45 PM;14,785.25;7,615.25;63.5
Jan 2, 2023;7:45 PM;8:00 PM;14,690.75;7,632.25;65.5
Jan 2, 2023;8:00 PM;8:15 PM;14,416.5;7,426.25;59.75
Jan 2, 2023;8:15 PM;8:30 PM;14,098.75;7,103;170.25
Jan 2, 2023;8:30 PM;8:45 PM;13,827.75;6,867;233.5
Jan 2, 2023;8:45 PM;9:00 PM;13,638.75;6,654;380.5
Jan 2, 2023;9:00 PM;9:15 PM;13,547;6,683.75;101.75
Jan 2, 2023;9:15 PM;9:30 PM;13,373;6,624.25;116
Jan 2, 2023;9:30 PM;9:45 PM;13,202.75;6,567.25;195
Jan 2, 2023;9:45 PM;10:00 PM;13,011.75;6,466.5;243
Jan 2, 2023;10:00 PM;10:15 PM;12,835.25;6,412.25;28.5
Jan 2, 2023;10:15 PM;10:30 PM;12,671;6,280.75;45.75
Jan 2, 2023;10:30 PM;10:45 PM;12,451;6,097.25;38
Jan 2, 2023;10:45 PM;11:00 PM;12,223.25;5,877.5;143.5
Jan 2, 2023;11:00 PM;11:15 PM;12,027.75;5,797.75;82.75
Jan 2, 2023;11:15 PM;11:30 PM;11,876.75;5,671.5;395.5
Jan 2, 2023;11:30 PM;11:45 PM;11,685.25;5,574.5;524.75
Jan 2, 2023;11:45 PM;12:00 AM;11,514.25;5,503.5;734
Jan 3, 2023;12:00 AM;12:15 AM;11,302.75;5,429.75;821.5
Jan 3, 2023;12:15 AM;12:30 AM;11,112.25;5,238.25;945
Jan 3, 2023;12:30 AM;12:45 AM;10,976.75;5,113.75;1,156.5
Jan 3, 2023;12:45 AM;1:00 AM;10,847.5;5,091.5;1,201.25
Jan 3, 2023;1:00 AM;1:15 AM;10,711.25;5,067.5;801
Jan 3, 2023;1:15 AM;1:30 AM;10,586.5;4,978;922.25
Jan 3, 2023;1:30 AM;1:45 AM;10,556.75;5,061.75;947.75
Jan 3, 2023;1:45 AM;2:00 AM;10,549.75;5,103.5;955.25
Jan 3, 2023;2:00 AM;2:15 AM;10,484.25;5,093.25;1,402
Jan 3, 2023;2:15 AM;2:30 AM;10,435.5;5,192.25;1,401.75
Jan 3, 2023;2:30 AM;2:45 AM;10,491;5,376.75;1,391.75
Jan 3, 2023;2:45 AM;3:00 AM;10,455.5;5,493;1,327.5
Jan 3, 2023;3:00 AM;3:15 AM;10,445;5,573.25;1,393.75
Jan 3, 2023;3:15 AM;3:30 AM;10,408.25;5,560.25;1,383
Jan 3, 2023;3:30 AM;3:45 AM;10,471;5,683.5;1,367.75
Jan 3, 2023;3:45 AM;4:00 AM;10,526;5,805.25;1,279.25
Jan 3, 2023;4:00 AM;4:15 AM;10,683.25;6,078.5;1,438.25
Jan 3, 2023;4:15 AM;4:30 AM;10,798.75;6,336.75;1,356
Jan 3, 2023;4:30 AM;4:45 AM;10,962.5;6,500.75;1,309
Jan 3, 2023;4:45 AM;5:00 AM;11,025.25;6,675.25;1,155
Jan 3, 2023;5:00 AM;5:15 AM;11,219;7,008.5;925.5
Jan 3, 2023;5:15 AM;5:30 AM;11,350.75;7,183.5;770
Jan 3, 2023;5:30 AM;5:45 AM;11,496.5;7,394.75;572.25
Jan 3, 2023;5:45 AM;6:00 AM;11,799.25;7,813;443.5
Jan 3, 2023;6:00 AM;6:15 AM;12,279.25;8,304;377.25
Jan 3, 2023;6:15 AM;6:30 AM;12,519.75;8,580.75;180
Jan 3, 2023;6:30 AM;6:45 AM;12,797.75;8,963;105.5
Jan 3, 2023;6:45 AM;7:00 AM;13,100.5;9,350;72.25
Jan 3, 2023;7:00 AM;7:15 AM;13,511.75;9,802.25;117.75
Jan 3, 2023;7:15 AM;7:30 AM;13,832.75;10,169.75;143.5
Jan 3, 2023;7:30 AM;7:45 AM;14,071;10,380.75;61.75
Jan 3, 2023;7:45 AM;8:00 AM;14,267.75;10,636.25;84.75
Jan 3, 2023;8:00 AM;8:15 AM;14,429.75;10,859.5;47.75
Jan 3, 2023;8:15 AM;8:30 AM;14,508.75;10,958.75;28.5
Jan 3, 2023;8:30 AM;8:45 AM;14,601;11,074;5
Jan 3, 2023;8:45 AM;9:00 AM;14,627;10,987;4.5
Jan 3, 2023;9:00 AM;9:15 AM;14,657.25;10,868;39.75
Jan 3, 2023;9:15 AM;9:30 AM;14,798.5;10,941;61.75
Jan 3, 2023;9:30 AM;9:45 AM;14,842.75;10,773.5;62
Jan 3, 2023;9:45 AM;10:00 AM;14,850;10,507;14.25
Jan 3, 2023;10:00 AM;10:15 AM;14,869.75;10,361.25;6
Jan 3, 2023;10:15 AM;10:30 AM;14,939.25;10,352;2.75
Jan 3, 2023;10:30 AM;10:45 AM;14,975.75;10,190.75;33.5
Jan 3, 2023;10:45 AM;11:00 AM;15,079.75;10,137.75;45.5
Jan 3, 2023;11:00 AM;11:15 AM;15,057.25;9,966.25;37.75
Jan 3, 2023;11:15 AM;11:30 AM;15,164.5;9,941.75;25.75
Jan 3, 2023;11:30 AM;11:45 AM;15,258.5;9,942.5;3.25
Jan 3, 2023;11:45 AM;12:00 PM;15,271.5;9,922.75;2.25
Jan 3, 2023;12:00 PM;12:15 PM;15,165.75;9,791.5;1.5
Jan 3, 2023;12:15 PM;12:30 PM;15,137;9,804.5;3.5
Jan 3, 2023;12:30 PM;12:45 PM;15,108.25;9,857.25;4.25
Jan 3, 2023;12:45 PM;1:00 PM;15,035.5;9,850.25;2.5
Jan 3, 2023;1:00 PM;1:15 PM;14,865.75;9,779.5;1
Jan 3, 2023;1:15 PM;1:30 PM;14,737.25;9,765;2
Jan 3, 2023;1:30 PM;1:45 PM;14,650.5;9,796.25;2.25
Jan 3, 2023;1:45 PM;2:00 PM;14,640.75;9,937.75;2.5
Jan 3, 2023;2:00 PM;2:15 PM;14,597;10,075.25;3
Jan 3, 2023;2:15 PM;2:30 PM;14,542;10,234;3
Jan 3, 2023;2:30 PM;2:45 PM;14,495.5;10,343.75;1.25
Jan 3, 2023;2:45 PM;3:00 PM;14,494.75;10,568;1.25
Jan 3, 2023;3:00 PM;3:15 PM;14,516.5;10,780.5;1.25
Jan 3, 2023;3:15 PM;3:30 PM;14,428.75;10,907;1.25
Jan 3, 2023;3:30 PM;3:45 PM;14,435.5;11,096.75;1.25
Jan 3, 2023;3:45 PM;4:00 PM;14,390;11,106.25;1.25
Jan 3, 2023;4:00 PM;4:15 PM;14,572.75;11,355.75;1.25
Jan 3, 2023;4:15 PM;4:30 PM;14,663.5;11,436;1.25
Jan 3, 2023;4:30 PM;4:45 PM;14,830.5;11,549.5;1.25
Jan 3, 2023;4:45 PM;5:00 PM;14,989.25;11,572;21.75
Jan 3, 2023;5:00 PM;5:15 PM;15,245.25;11,594;40.75
Jan 3, 2023;5:15 PM;5:30 PM;15,373.75;11,478.25;35
Jan 3, 2023;5:30 PM;5:45 PM;15,516.5;11,378.5;31.5
Jan 3, 2023;5:45 PM;6:00 PM;15,501.5;11,197;32
Jan 3, 2023;6:00 PM;6:15 PM;15,363.25;10,923.5;43.25
Jan 3, 2023;6:15 PM;6:30 PM;15,332.5;10,725;31.75
Jan 3, 2023;6:30 PM;6:45 PM;15,354;10,524.25;60.75
Jan 3, 2023;6:45 PM;7:00 PM;15,264.5;10,244;65
Jan 3, 2023;7:00 PM;7:15 PM;15,149.5;9,967.5;13.75
Jan 3, 2023;7:15 PM;7:30 PM;14,960.5;9,595.25;7
Jan 3, 2023;7:30 PM;7:45 PM;14,843.75;9,242.75;115.5
Jan 3, 2023;7:45 PM;8:00 PM;14,666.25;8,906.25;187.75
Jan 3, 2023;8:00 PM;8:15 PM;14,468;8,472.25;52.5
Jan 3, 2023;8:15 PM;8:30 PM;14,230.75;8,028;71
Jan 3, 2023;8:30 PM;8:45 PM;14,038.5;7,627.5;117
Jan 3, 2023;8:45 PM;9:00 PM;13,831.75;7,309.75;210.5
Jan 3, 2023;9:00 PM;9:15 PM;13,636;6,968;111.5
Jan 3, 2023;9:15 PM;9:30 PM;13,466.5;6,682.25;148.25
Jan 3, 2023;9:30 PM;9:45 PM;13,346.25;6,405.25;251.25
Jan 3, 2023;9:45 PM;10:00 PM;13,203.25;6,226;386.5
Jan 3, 2023;10:00 PM;10:15 PM;13,163.75;6,183.75;199.25
Jan 3, 2023;10:15 PM;10:30 PM;12,994.25;5,889.75;150.5
Jan 3, 2023;10:30 PM;10:45 PM;12,752.5;5,533;149
Jan 3, 2023;10:45 PM;11:00 PM;12,539.25;5,233.5;397.75
Jan 3, 2023;11:00 PM;11:15 PM;12,350.5;4,950.5;292.25
Jan 3, 2023;11:15 PM;11:30 PM;12,102.75;4,519.75;205.25
Jan 3, 2023;11:30 PM;11:45 PM;12,027;4,312.75;394
Jan 3, 2023;11:45 PM;12:00 AM;11,844.25;3,987.25;457.25
Jan 4, 2023;12:00 AM;12:15 AM;11,734.25;3,698;840.75
Jan 4, 2023;12:15 AM;12:30 AM;11,671.75;3,549;922.25
Jan 4, 2023;12:30 AM;12:45 AM;11,429;3,219;932.75
Jan 4, 2023;12:45 AM;1:00 AM;11,393.25;3,119;1,039
Jan 4, 2023;1:00 AM;1:15 AM;11,262;2,766;922.25
Jan 4, 2023;1:15 AM;1:30 AM;11,197;2,511.25;1,097.25
Jan 4, 2023;1:30 AM;1:45 AM;11,195;2,436;1,187.75
Jan 4, 2023;1:45 AM;2:00 AM;11,170.75;2,372.5;1,293.25
Jan 4, 2023;2:00 AM;2:15 AM;11,084;2,260.75;1,362.75
Jan 4, 2023;2:15 AM;2:30 AM;11,074;2,208.75;1,557.75
Jan 4, 2023;2:30 AM;2:45 AM;11,105.75;2,239.75;1,579.75
Jan 4, 2023;2:45 AM;3:00 AM;11,099.25;2,316.5;1,569.75
Jan 4, 2023;3:00 AM;3:15 AM;11,161.25;2,686.5;1,599
Jan 4, 2023;3:15 AM;3:30 AM;11,272.75;2,710.5;1,847
Jan 4, 2023;3:30 AM;3:45 AM;11,372;2,767.5;1,837.75
Jan 4, 2023;3:45 AM;4:00 AM;11,462.75;2,918.25;1,831
Jan 4, 2023;4:00 AM;4:15 AM;11,622;3,131;1,849.25
Jan 4, 2023;4:15 AM;4:30 AM;11,703;3,014.25;1,875.25
Jan 4, 2023;4:30 AM;4:45 AM;11,796;2,953.25;1,901.75
Jan 4, 2023;4:45 AM;5:00 AM;11,923;2,959.5;1,887.75
Jan 4, 2023;5:00 AM;5:15 AM;12,216.5;2,734.25;1,924
Jan 4, 2023;5:15 AM;5:30 AM;12,270.75;2,625;1,761.75
Jan 4, 2023;5:30 AM;5:45 AM;12,505.75;2,616.25;1,648.5
Jan 4, 2023;5:45 AM;6:00 AM;12,869.5;2,571.5;1,613
Jan 4, 2023;6:00 AM;6:15 AM;13,522;2,599;1,295.5
Jan 4, 2023;6:15 AM;6:30 AM;13,847.25;2,417.75;1,049.5
Jan 4, 2023;6:30 AM;6:45 AM;14,091.5;2,519.25;924.75
Jan 4, 2023;6:45 AM;7:00 AM;14,381.75;2,674.25;761.75
Jan 4, 2023;7:00 AM;7:15 AM;14,669;2,805;590.5
Jan 4, 2023;7:15 AM;7:30 AM;14,938.75;3,027.5;461.25
Jan 4, 2023;7:30 AM;7:45 AM;15,138;3,224.75;383
Jan 4, 2023;7:45 AM;8:00 AM;15,385;3,442;353.25
Jan 4, 2023;8:00 AM;8:15 AM;15,651.5;3,686.5;165.75
Jan 4, 2023;8:15 AM;8:30 AM;15,784.75;3,763.5;114.75
Jan 4, 2023;8:30 AM;8:45 AM;15,875;3,752;148.75
Jan 4, 2023;8:45 AM;9:00 AM;15,861;3,680.75;215
Jan 4, 2023;9:00 AM;9:15 AM;15,873.25;3,630;132.75
Jan 4, 2023;9:15 AM;9:30 AM;16,000;3,642.75;147.75
Jan 4, 2023;9:30 AM;9:45 AM;16,151;3,650.5;159.25
Jan 4, 2023;9:45 AM;10:00 AM;16,239.75;3,582.5;172.25
Jan 4, 2023;10:00 AM;10:15 AM;16,289.75;3,638;232.75
Jan 4, 2023;10:15 AM;10:30 AM;16,361.5;3,654.25;245.25
Jan 4, 2023;10:30 AM;10:45 AM;16,462.5;3,672.75;209.25
Jan 4, 2023;10:45 AM;11:00 AM;16,525.5;3,735.75;192.75
Jan 4, 2023;11:00 AM;11:15 AM;16,637.25;3,820.75;136.75
Jan 4, 2023;11:15 AM;11:30 AM;16,688.5;3,883.5;98
Jan 4, 2023;11:30 AM;11:45 AM;16,766.75;3,971.5;105
Jan 4, 2023;11:45 AM;12:00 PM;16,833.75;4,056;99
Jan 4, 2023;12:00 PM;12:15 PM;16,837.5;3,993;107.5
Jan 4, 2023;12:15 PM;12:30 PM;16,830.25;3,893.5;100.25
Jan 4, 2023;12:30 PM;12:45 PM;16,808.25;3,851.5;80
Jan 4, 2023;12:45 PM;1:00 PM;16,691;3,721.75;104
Jan 4, 2023;1:00 PM;1:15 PM;16,632.75;3,650.75;108
Jan 4, 2023;1:15 PM;1:30 PM;16,627.5;3,628.75;91.75
Jan 4, 2023;1:30 PM;1:45 PM;16,488.5;3,531.75;87
Jan 4, 2023;1:45 PM;2:00 PM;16,268;3,408.75;124
Jan 4, 2023;2:00 PM;2:15 PM;16,239.75;3,425.75;237.75
Jan 4, 2023;2:15 PM;2:30 PM;16,269;3,497.5;161.25
Jan 4, 2023;2:30 PM;2:45 PM;16,313;3,567.75;143
Jan 4, 2023;2:45 PM;3:00 PM;16,302.75;3,607.5;163.75
Jan 4, 2023;3:00 PM;3:15 PM;16,183;3,532;182.5
Jan 4, 2023;3:15 PM;3:30 PM;16,144.25;3,550.75;153.75
Jan 4, 2023;3:30 PM;3:45 PM;16,109.75;3,571.25;145.75
Jan 4, 2023;3:45 PM;4:00 PM;16,070;3,594;91.25
Jan 4, 2023;4:00 PM;4:15 PM;16,031.25;3,634.75;73.5
Jan 4, 2023;4:15 PM;4:30 PM;16,093.25;3,798.75;42.75
Jan 4, 2023;4:30 PM;4:45 PM;16,209.25;3,928.75;33.75
Jan 4, 2023;4:45 PM;5:00 PM;16,328.75;4,011;64
Jan 4, 2023;5:00 PM;5:15 PM;16,509.25;4,167;27.25
Jan 4, 2023;5:15 PM;5:30 PM;16,655;4,187;42.75
