Datum;Anfang;Ende;Biomass [MWh] Originalauflösungen;Hydropower [MWh] Originalauflösungen;Wind offshore [MWh] Originalauflösungen;Wind onshore [MWh] Originalauflösungen;Photovoltaics [MWh] Originalauflösungen;Other renewable [MWh] Originalauflösungen;Nuclear [MWh] Originalauflösungen;Lignite [MWh] Originalauflösungen;Hard coal [MWh] Originalauflösungen;Fossil gas [MWh] Originalauflösungen;Hydro pumped storage [MWh] Originalauflösungen;Other conventional [MWh] Originalauflösungen
Apr 15, 2023;10:45 PM;11:00 PM;1,160.75;344.75;719.25;2,653;0;36.75;209.25;2,595;764.5;1,236.25;160.25;319
Apr 15, 2023;11:00 PM;11:15 PM;1,150.25;351;728.25;2,577.5;0;36.75;143.25;2,579;734.25;1,169.75;295.25;313
Apr 15, 2023;11:15 PM;11:30 PM;1,148.5;345.5;676;2,505.75;0;36.75;87;2,558.75;716.25;1,157;237.25;314.75
Apr 15, 2023;11:30 PM;11:45 PM;1,143.75;346;602;2,435.75;0;37;28.75;2,568.75;709.75;1,156.75;206.75;313.75
Apr 15, 2023;11:45 PM;12:00 AM;1,141;343.5;530.25;2,415.75;0;37;12.75;2,559;688.25;1,155.25;125;315
Apr 16, 2023;12:00 AM;12:15 AM;1,120.75;347.25;512;2,353.75;0;36.25;0;2,501.25;690.5;1,050.25;217.25;309
Apr 16, 2023;12:15 AM;12:30 AM;1,118.25;344.75;502;2,309.75;0;36.25;0;2,487.5;668.25;979.25;221.75;312
Apr 16, 2023;12:30 AM;12:45 AM;1,118.25;344;462.25;2,280.75;0;36.25;0;2,478;639.75;982.5;178.5;312.5
Apr 16, 2023;12:45 AM;1:00 AM;1,116.75;344.5;439;2,235;0;36.25;0;2,434.25;605.5;971;129.25;312.5
Apr 16, 2023;1:00 AM;1:15 AM;1,107.75;345.5;416.5;2,194;0;36.25;0;2,387.5;581.5;962.5;187.5;311.25
Apr 16, 2023;1:15 AM;1:30 AM;1,107.75;345;389.25;2,177.5;0;36.25;0;2,318.5;580.75;973;92;311.5
Apr 16, 2023;1:30 AM;1:45 AM;1,103.25;344.25;358.5;2,159;0;36.25;0;2,305.75;575;967.75;65.25;311.5
Apr 16, 2023;1:45 AM;2:00 AM;1,101;344.5;344.25;2,156.75;0;36.25;0;2,312.25;578.5;957.75;62.75;312
Apr 16, 2023;2:00 AM;2:15 AM;1,095.25;346.5;335.25;2,138.25;0;36.25;0;2,320;569.25;948;94.75;311.5
Apr 16, 2023;2:15 AM;2:30 AM;1,094.5;345.5;312;2,126.5;0;36.25;0;2,322.5;546.5;965.75;59;310
Apr 16, 2023;2:30 AM;2:45 AM;1,098.25;345.25;293;2,103.25;0;36.25;0;2,320.5;538.5;978.25;50.5;309
Apr 16, 2023;2:45 AM;3:00 AM;1,096.75;344;281;2,099;0;36.25;0;2,280.5;540.5;966.25;35;308.75
Apr 16, 2023;3:00 AM;3:15 AM;1,096.25;342.5;297.5;2,097;0;36.25;0;2,246.5;541;977;48;308.5
Apr 16, 2023;3:15 AM;3:30 AM;1,094;340.25;322.25;2,102.5;0;36.25;0;2,218;539;977.75;34.5;309
Apr 16, 2023;3:30 AM;3:45 AM;1,093;339.75;327.25;2,105;0;36.25;0;2,222;540;976.75;32.5;309.5
Apr 16, 2023;3:45 AM;4:00 AM;1,095.25;340;309.25;2,100.75;0;36.25;0;2,212;537;970.75;24.5;312.25
Apr 16, 2023;4:00 AM;4:15 AM;1,093.75;339.75;279.75;2,092.75;0;36.25;0;2,211.5;533.75;974.5;17.5;310.5
Apr 16, 2023;4:15 AM;4:30 AM;1,088.75;340.5;264.25;2,084.5;0;36.25;0;2,203.25;534.25;980.5;20.75;310.75
Apr 16, 2023;4:30 AM;4:45 AM;1,087.5;341.5;258.25;2,078.75;0;36.25;0;2,210;537.5;976.75;48;311.25
Apr 16, 2023;4:45 AM;5:00 AM;1,087.5;342.25;231.25;2,051;0;36.5;0;2,207.25;538.25;963;34;311
Apr 16, 2023;5:00 AM;5:15 AM;1,090.75;341.25;218.25;2,041.5;0;37.5;0;2,208.25;546.5;999;25;314.75
Apr 16, 2023;5:15 AM;5:30 AM;1,092.25;342;202.25;2,035.5;0;37.5;0;2,215;549;1,003;27.25;316
Apr 16, 2023;5:30 AM;5:45 AM;1,092.75;342.5;209.5;2,038.25;0;37.5;0;2,219.5;550.5;1,017;20.5;315
Apr 16, 2023;5:45 AM;6:00 AM;1,094;341.75;216.75;2,023;0.25;37.5;0;2,192.5;555.25;1,020;21;315.5
Apr 16, 2023;6:00 AM;6:15 AM;1,101.25;342.5;217.5;2,035;1.25;37.5;0;2,219.5;555.75;1,020;20.25;312.75
Apr 16, 2023;6:15 AM;6:30 AM;1,101.75;344.5;217.5;2,016.75;7.25;37.25;0;2,211.25;556;1,025;16.5;310.75
Apr 16, 2023;6:30 AM;6:45 AM;1,097.75;341.5;217.75;1,970.25;24.5;37.5;0;2,231.5;558.25;1,027.75;14.75;309.75
Apr 16, 2023;6:45 AM;7:00 AM;1,095.75;341.25;236;1,944.25;56.25;37.5;0;2,247.25;558.5;1,032.25;13.75;312.25
Apr 16, 2023;7:00 AM;7:15 AM;1,096.75;339.5;269.75;1,906.75;103.5;37.5;0;2,311.75;566.25;1,022.75;12;314.5
Apr 16, 2023;7:15 AM;7:30 AM;1,092.75;338.25;291;1,889;176.5;37.5;0;2,327.5;589;1,033.5;11.25;313.5
Apr 16, 2023;7:30 AM;7:45 AM;1,093;339.25;285.75;1,862.75;269;37.5;0;2,330.5;610.5;1,037.25;12;312.75
Apr 16, 2023;7:45 AM;8:00 AM;1,096.75;342.25;292;1,795.5;384;37.5;0;2,346.75;632.5;1,044.75;24;313
Apr 16, 2023;8:00 AM;8:15 AM;1,100;339.5;279;1,719.25;505;37.5;0;2,377.75;669.5;1,052;67;310.75
Apr 16, 2023;8:15 AM;8:30 AM;1,105.75;342.25;267.5;1,659.25;621.5;37.5;0;2,419;698.75;1,052.5;74.25;311.75
Apr 16, 2023;8:30 AM;8:45 AM;1,110.25;344.5;255.75;1,600;744.5;37.5;0;2,473.75;732.75;1,046.75;66.25;310.5
Apr 16, 2023;8:45 AM;9:00 AM;1,113.5;344.75;235.75;1,523;879.25;37.5;0;2,507.25;752.75;1,072.5;111.75;310
Apr 16, 2023;9:00 AM;9:15 AM;1,113;348.5;226.75;1,465.25;1,013.25;37.5;0;2,547;768.25;1,140.25;194;311.5
Apr 16, 2023;9:15 AM;9:30 AM;1,113;346.75;233.5;1,413.5;1,157.25;37.5;0;2,571.75;767.5;1,131;159.25;311.25
Apr 16, 2023;9:30 AM;9:45 AM;1,116.25;347.25;236.5;1,381.75;1,325.25;37.5;0;2,608.5;763.25;1,078.25;169.5;312.25
Apr 16, 2023;9:45 AM;10:00 AM;1,117.5;347;235.5;1,344.75;1,505.5;38.5;0;2,617.25;747.75;1,043.25;141.75;316.5
Apr 16, 2023;10:00 AM;10:15 AM;1,106.75;346.5;234;1,340;1,691.5;39.25;0;2,613.5;714.25;995.75;212.25;320
Apr 16, 2023;10:15 AM;10:30 AM;1,105.75;346.25;236.25;1,330.25;1,876.25;39;0;2,600.5;685;977.25;153.75;319.75
Apr 16, 2023;10:30 AM;10:45 AM;1,105.75;346.75;255.75;1,326.5;2,060.5;39;0;2,609.5;690.5;969;85.5;320.75
Apr 16, 2023;10:45 AM;11:00 AM;1,107.25;347.75;259.25;1,329;2,206.5;39;0;2,610;688.5;960.75;57.5;319.75
Apr 16, 2023;11:00 AM;11:15 AM;1,096;349.5;252.75;1,342.25;2,301.75;39;0;2,601.5;649.25;974.25;161.5;318.75
Apr 16, 2023;11:15 AM;11:30 AM;1,093.25;348;255.75;1,331.25;2,428.5;39;0;2,604;648.25;970.5;121;318.5
Apr 16, 2023;11:30 AM;11:45 AM;1,092.75;348.75;246.75;1,345;2,503.25;39;0;2,604;645.5;964.5;191.25;319.5
Apr 16, 2023;11:45 AM;12:00 PM;1,092.5;348.75;232;1,365;2,565.5;39;0;2,599.5;641.75;968.25;161;315.25
Apr 16, 2023;12:00 PM;12:15 PM;1,083.25;349.75;222.75;1,379;2,675.5;39;0;2,596.25;645.25;934.75;182.75;318
Apr 16, 2023;12:15 PM;12:30 PM;1,080.25;351.75;211;1,382.25;2,737;39;0;2,581;654;940.25;167;317.25
Apr 16, 2023;12:30 PM;12:45 PM;1,081.75;352.5;200;1,405;2,781.25;39;0;2,563.5;658.25;952.75;98;318.5
Apr 16, 2023;12:45 PM;1:00 PM;1,081;352.25;207.75;1,416.75;2,780;39;0;2,545;655;938.25;45.25;318.25
Apr 16, 2023;1:00 PM;1:15 PM;1,073.5;353;217.25;1,433.5;2,786;39;0;2,514.5;626.5;893.25;133.5;317.75
Apr 16, 2023;1:15 PM;1:30 PM;1,068.25;354;233;1,443.25;2,795.5;39;0;2,500.5;624.75;881.5;71;317.25
Apr 16, 2023;1:30 PM;1:45 PM;1,067;355;233.25;1,434.75;2,807.75;39;0;2,504.5;624.75;887.75;44.75;316.5
Apr 16, 2023;1:45 PM;2:00 PM;1,068.25;361;227.25;1,433;2,804.25;39;0;2,493;627;888;27.5;315.75
Apr 16, 2023;2:00 PM;2:15 PM;1,064.25;358.25;214.25;1,436.75;2,811.5;39;0;2,445.75;638.75;890;1.5;316.5
Apr 16, 2023;2:15 PM;2:30 PM;1,065;358;198.25;1,420.25;2,789.25;39;0;2,429.5;638.75;887.25;0;317.25
Apr 16, 2023;2:30 PM;2:45 PM;1,065;357.75;191.5;1,411.5;2,733.5;39;0;2,445.5;637;904;0;318
Apr 16, 2023;2:45 PM;3:00 PM;1,062.5;356.75;189;1,408;2,654.25;39.75;0;2,463.75;639.25;914;0;319.25
Apr 16, 2023;3:00 PM;3:15 PM;1,062.25;356.25;192.25;1,411.75;2,588.75;40.25;0;2,489.5;670.75;967.5;0;319.75
Apr 16, 2023;3:15 PM;3:30 PM;1,061.25;356;187;1,449;2,520.5;40.25;0;2,486.5;684.25;970;0;322.25
Apr 16, 2023;3:30 PM;3:45 PM;1,060.5;353;177;1,487.75;2,375.75;40.25;0;2,493.5;685.75;975.75;0;321.5
Apr 16, 2023;3:45 PM;4:00 PM;1,061;358.25;171.25;1,478.5;2,285.5;39.5;0;2,492.75;681.5;970;0;318.25
Apr 16, 2023;4:00 PM;4:15 PM;1,068;359.5;154.75;1,483;2,152;37.75;0;2,509.5;646.75;933.75;0.25;315.25
Apr 16, 2023;4:15 PM;4:30 PM;1,073;359.75;142.25;1,496;2,016.25;37.75;0;2,543.5;635.75;936.5;0;315.75
Apr 16, 2023;4:30 PM;4:45 PM;1,074.75;364.25;136.75;1,499.75;1,898.25;37.75;0;2,577.25;636.25;939.25;13.75;314.75
Apr 16, 2023;4:45 PM;5:00 PM;1,076.75;370;141;1,500.25;1,761.25;38.25;0;2,591.75;647.25;936;42.75;316.5
Apr 16, 2023;5:00 PM;5:15 PM;1,089;365;136.5;1,497;1,605.75;38.5;0;2,603.75;682.25;1,014.25;58.5;317.25
Apr 16, 2023;5:15 PM;5:30 PM;1,094;364.25;121.25;1,489.5;1,431.25;38.5;0;2,635;743.5;1,023;104.5;317.75
Apr 16, 2023;5:30 PM;5:45 PM;1,099.75;364.25;109;1,500.75;1,254.5;38.5;0;2,651.5;829;1,069.75;156.75;318.25
Apr 16, 2023;5:45 PM;6:00 PM;1,108.5;364;103.75;1,498.25;1,080.5;38.5;0;2,673.25;920;1,117.25;285.5;319.75
Apr 16, 2023;6:00 PM;6:15 PM;1,124.25;372.25;100.25;1,488.25;917.75;39.75;0;2,716.25;991.25;1,219.5;141.25;322
Apr 16, 2023;6:15 PM;6:30 PM;1,132;384;89.5;1,466.5;751;39.75;0;2,759;1,013.5;1,253.25;442;322
Apr 16, 2023;6:30 PM;6:45 PM;1,136.5;382;85.75;1,460.25;586.5;39.75;0;2,801;1,041;1,305.75;803.25;322.25
Apr 16, 2023;6:45 PM;7:00 PM;1,140;389.75;87.75;1,423;436.75;39.75;0;2,802.5;1,108.75;1,314.75;1,014.25;322.25
Apr 16, 2023;7:00 PM;7:15 PM;1,144.75;363.5;96.25;1,403.75;305.5;38.75;0;2,819;1,168.5;1,340.75;529.5;321.75
Apr 16, 2023;7:15 PM;7:30 PM;1,149.75;380.75;108.25;1,384.5;191.5;38.75;0;2,843.25;1,186.25;1,344.75;625.5;321.25
Apr 16, 2023;7:30 PM;7:45 PM;1,153.25;390.5;116.25;1,372.5;102;38.75;0;2,829.5;1,207.75;1,349.75;957;319
Apr 16, 2023;7:45 PM;8:00 PM;1,156;394.5;124;1,356.75;39.5;39.75;0;2,797.25;1,213.5;1,351;1,164.25;316
Apr 16, 2023;8:00 PM;8:15 PM;1,155.75;391.5;128.5;1,365.5;8.5;41.25;0;2,789.5;1,233.75;1,365.5;1,628;325.75
Apr 16, 2023;8:15 PM;8:30 PM;1,153;393.75;141.75;1,365.25;1;41.25;0;2,807.25;1,237.25;1,354;1,714;325.25
Apr 16, 2023;8:30 PM;8:45 PM;1,152.5;394.25;151.75;1,389.5;0.25;41.5;0;2,803;1,240;1,362.5;1,388.5;326.5
Apr 16, 2023;8:45 PM;9:00 PM;1,150.75;395.25;145.75;1,405.5;0;41.25;0;2,802.25;1,241;1,370.5;1,232;327.25
Apr 16, 2023;9:00 PM;9:15 PM;1,144;393;148.5;1,413;0;42;0;2,807.75;1,227;1,374.75;1,181;328
Apr 16, 2023;9:15 PM;9:30 PM;1,141.5;393.5;151.25;1,416.75;0;42.25;0;2,789.25;1,227.5;1,382.5;945.25;327.25
Apr 16, 2023;9:30 PM;9:45 PM;1,138;373;146.5;1,432.25;0;42.25;0;2,795;1,227.5;1,386.25;777.25;327.75
Apr 16, 2023;9:45 PM;10:00 PM;1,138.25;369;140.5;1,452.5;0;42.25;0;2,791.25;1,222.25;1,384.5;720;327.75
Apr 16, 2023;10:00 PM;10:15 PM;1,125.75;389.25;134.25;1,439.5;0;40.75;0;2,796;1,198.5;1,360.5;728.75;323.75
Apr 16, 2023;10:15 PM;10:30 PM;1,123.25;376.5;124.25;1,436.5;0;40;0;2,793.75;1,183.25;1,351.25;603.25;322
Apr 16, 2023;10:30 PM;10:45 PM;1,120;372.75;104.25;1,428.5;0;40;0;2,799.5;1,170;1,354.25;449.5;323.5
Apr 16, 2023;10:45 PM;11:00 PM;1,116.5;375.75;87.25;1,442.25;0;40;0;2,798;1,158.75;1,333.25;272.75;322.75
Apr 16, 2023;11:00 PM;11:15 PM;1,101.5;388.5;78;1,446.75;0;40;0;2,797.5;1,140.25;1,317.5;203.5;321.25
Apr 16, 2023;11:15 PM;11:30 PM;1,097.25;383;73.25;1,453.25;0;40.25;0;2,800.75;1,139.5;1,327.75;98.75;316.5
Apr 16, 2023;11:30 PM;11:45 PM;1,094.75;374.5;69.5;1,440.75;0;40.25;0;2,789;1,132.5;1,329;69.75;319.25
Apr 16, 2023;11:45 PM;12:00 AM;1,090.25;386.25;63.5;1,416;0;40.25;0;2,800.25;1,135;1,335.5;57.75;323.75
Apr 17, 2023;12:00 AM;12:15 AM;1,062.75;390.25;55.25;1,384;0;40.25;0;2,808.25;1,143.75;1,319.5;127.5;323
Apr 17, 2023;12:15 AM;12:30 AM;1,056.75;376.5;49.5;1,350.5;0;40.25;0;2,791;1,132.5;1,276.25;96;323.25
Apr 17, 2023;12:30 AM;12:45 AM;1,055;372.5;45.5;1,319.25;0;40.25;0;2,795.25;1,135.75;1,272.25;62.75;323.75
Apr 17, 2023;12:45 AM;1:00 AM;1,055;370.5;43;1,288;0;40.25;0;2,797.75;1,107.75;1,267.75;45.5;322.75
Apr 17, 2023;1:00 AM;1:15 AM;1,048.75;371.5;40.5;1,261.75;0;40.25;0;2,799.5;1,091.75;1,277;61.5;322
Apr 17, 2023;1:15 AM;1:30 AM;1,047.5;371;38.5;1,232.5;0;40.25;0;2,806;1,077.5;1,269;16.5;322.5
Apr 17, 2023;1:30 AM;1:45 AM;1,047;372.5;35.75;1,209.5;0;40.25;0;2,803.75;1,065;1,268.75;28.75;323.25
Apr 17, 2023;1:45 AM;2:00 AM;1,046.5;372.5;36.5;1,188.5;0;40.25;0;2,796.75;1,049.75;1,266.75;16.75;321.75
Apr 17, 2023;2:00 AM;2:15 AM;1,043;376.75;39.25;1,156.5;0;40.25;0;2,801;1,055;1,272.25;66.5;319.5
Apr 17, 2023;2:15 AM;2:30 AM;1,044.25;375.25;42.25;1,132.25;0;40.25;0;2,784;1,058;1,290;88.5;321.5
Apr 17, 2023;2:30 AM;2:45 AM;1,044;369.5;41.25;1,123;0;40.25;0;2,779.75;1,076.25;1,301;68.5;321
Apr 17, 2023;2:45 AM;3:00 AM;1,044;371.25;44.5;1,120.25;0;40.25;0;2,776;1,095.75;1,308.5;40.25;320.5
Apr 17, 2023;3:00 AM;3:15 AM;1,043.25;399.75;49.5;1,109.25;0;40.25;0;2,772;1,123.5;1,315;42.75;318.75
Apr 17, 2023;3:15 AM;3:30 AM;1,046;387;60.25;1,096.5;0;40.25;0;2,772.75;1,161.25;1,320;31.25;320
Apr 17, 2023;3:30 AM;3:45 AM;1,046.25;376.25;62.75;1,091.25;0;40.25;0;2,778.75;1,170.25;1,335;29.75;321.5
Apr 17, 2023;3:45 AM;4:00 AM;1,046.25;375;60.25;1,100;0;40.75;0;2,778.5;1,186.5;1,341.5;19.5;322.5
Apr 17, 2023;4:00 AM;4:15 AM;1,049.5;389.75;57.75;1,103.75;0;42.75;0;2,776;1,216.5;1,402.5;3.25;327.75
Apr 17, 2023;4:15 AM;4:30 AM;1,050.25;386.5;60.75;1,117;0;43;0;2,780.5;1,254.5;1,418.25;2;327.25
Apr 17, 2023;4:30 AM;4:45 AM;1,051.75;400.25;73;1,118.25;0;43;0;2,778;1,272;1,487.75;2;328
Apr 17, 2023;4:45 AM;5:00 AM;1,052.75;405.25;65.5;1,141;0;43;0;2,784.25;1,286;1,544.25;2;327.5
Apr 17, 2023;5:00 AM;5:15 AM;1,058.75;373;57;1,159.25;0;43.75;0;2,799.25;1,313.75;1,606.75;2;327.5
Apr 17, 2023;5:15 AM;5:30 AM;1,061.75;375.25;57.75;1,167.25;0;43.75;0;2,814;1,354;1,632;51;327.25
Apr 17, 2023;5:30 AM;5:45 AM;1,065.75;369.5;61.75;1,185.5;0;43.75;0;2,815.75;1,415;1,713.75;5.25;325.75
Apr 17, 2023;5:45 AM;6:00 AM;1,073.5;378.25;62;1,195.75;0.5;43.75;0;2,828.75;1,487.25;1,815.5;12.25;325
Apr 17, 2023;6:00 AM;6:15 AM;1,101.25;385.25;66.5;1,223.5;1.5;43.5;0;2,854;1,501.5;1,950;328;328.75
Apr 17, 2023;6:15 AM;6:30 AM;1,117.75;396;74.75;1,221.5;12.25;43.5;0;2,842.75;1,554.25;1,985;659.5;327.25
Apr 17, 2023;6:30 AM;6:45 AM;1,130;403.75;74;1,220.25;39.25;43.5;0;2,836.75;1,552.75;2,004.5;1,107.25;320.25
Apr 17, 2023;6:45 AM;7:00 AM;1,135.75;401.75;74.75;1,222.5;98.5;43.5;0;2,833.5;1,578;2,061.75;1,351.5;321.5
Apr 17, 2023;7:00 AM;7:15 AM;1,143;410.25;77.25;1,227.25;202.75;43.5;0;2,851;1,602;2,062.25;1,616.75;322.25
Apr 17, 2023;7:15 AM;7:30 AM;1,147.5;422;75;1,225.75;347;43.25;0;2,863.5;1,616;2,041.5;1,754.75;323.5
Apr 17, 2023;7:30 AM;7:45 AM;1,150.25;444.5;82;1,195.5;523.75;43.25;0;2,867.75;1,618.75;2,088.75;1,824.75;323
Apr 17, 2023;7:45 AM;8:00 AM;1,153.75;447.75;95;1,152.75;717;43.25;0;2,863;1,623.75;2,089;1,880.5;322.25
Apr 17, 2023;8:00 AM;8:15 AM;1,157.25;415;93;1,088.25;932.25;43.5;0;2,883.25;1,640.25;2,091;1,909.25;324.75
Apr 17, 2023;8:15 AM;8:30 AM;1,163;414.25;95;1,025.75;1,173;45.25;0;2,883.5;1,645.75;2,095.75;1,838.75;325.75
Apr 17, 2023;8:30 AM;8:45 AM;1,161.25;402.75;107.75;964.75;1,442.5;45.25;0;2,886.75;1,641;2,135.25;1,648;325.25
Apr 17, 2023;8:45 AM;9:00 AM;1,159.5;382.75;113.75;908.25;1,738.75;45.5;0;2,884.25;1,642;2,188;1,474.5;320
Apr 17, 2023;9:00 AM;9:15 AM;1,155;400.25;121.75;889;2,042;45.25;0;2,833.25;1,641.5;2,202;1,846.75;327.25
Apr 17, 2023;9:15 AM;9:30 AM;1,154.5;391.5;121;894;2,352.25;45.5;0;2,825;1,635.5;2,200.5;1,610.25;325.75
Apr 17, 2023;9:30 AM;9:45 AM;1,151.5;393.75;115.5;913.5;2,675;45.5;0;2,820;1,604.5;2,194.25;1,341.25;324.5
Apr 17, 2023;9:45 AM;10:00 AM;1,150.25;378.5;117.5;943.25;2,962;45.25;0;2,789.5;1,590.25;2,196.25;923.75;322.5
Apr 17, 2023;10:00 AM;10:15 AM;1,132.25;407.75;116;974.5;3,247;45.5;0;2,684.75;1,569.75;2,219.5;1,333.75;323
Apr 17, 2023;10:15 AM;10:30 AM;1,128.5;415.25;102.25;1,016;3,522.75;45.75;0;2,646;1,551.25;2,216.5;986.75;327.25
Apr 17, 2023;10:30 AM;10:45 AM;1,124.25;398.5;104.75;1,050.25;3,812;45.75;0;2,635.25;1,535.5;2,196;732.75;324.75
Apr 17, 2023;10:45 AM;11:00 AM;1,121;378;118.5;1,093;4,086.5;45.75;0;2,633.25;1,529.5;2,160.5;539.5;322.25
Apr 17, 2023;11:00 AM;11:15 AM;1,106.25;378.25;129.25;1,151.5;4,381;45.75;0;2,592;1,506.5;2,060;249.75;323.75
Apr 17, 2023;11:15 AM;11:30 AM;1,102;379.75;138.75;1,211.75;4,635.5;45.75;0;2,582.5;1,471;1,966.75;195.25;325.75
Apr 17, 2023;11:30 AM;11:45 AM;1,094;402.25;158.25;1,305.5;4,842.75;45.75;0;2,573;1,454.5;1,870.25;164.25;332.5
Apr 17, 2023;11:45 AM;12:00 PM;1,093.25;385.25;168.5;1,414.25;5,052;45.75;0;2,583;1,436;1,801.5;96.5;335
Apr 17, 2023;12:00 PM;12:15 PM;1,063.25;378.25;179.5;1,509.5;5,221;44.5;0;2,586.75;1,340.75;1,582.25;45;324.75
Apr 17, 2023;12:15 PM;12:30 PM;1,062.5;377;194.5;1,639.75;5,375.25;43.5;0;2,596.25;1,303.75;1,496.25;9;322
Apr 17, 2023;12:30 PM;12:45 PM;1,061.25;377;211.5;1,753.75;5,457.25;43.5;0;2,600;1,281.25;1,448;6.5;319.25
Apr 17, 2023;12:45 PM;1:00 PM;1,058.75;377.75;207.25;1,874;5,502.75;43.5;0;2,605.75;1,238.75;1,434.75;5.25;319
Apr 17, 2023;1:00 PM;1:15 PM;1,057.75;389.75;207.5;2,015;5,537.5;41.5;0;2,630.25;1,204.25;1,398;62.5;315.75
Apr 17, 2023;1:15 PM;1:30 PM;1,056.5;381;227;2,100.75;5,524.25;40.75;0;2,604.75;1,192.75;1,385.75;18.75;316
Apr 17, 2023;1:30 PM;1:45 PM;1,057;386.25;245.75;2,223;5,467.5;40.75;0;2,600.25;1,148.75;1,379;1.25;316
Apr 17, 2023;1:45 PM;2:00 PM;1,055.75;390.5;271.25;2,357.5;5,378;40.75;0;2,545.5;1,102;1,352.25;1;315.25
Apr 17, 2023;2:00 PM;2:15 PM;1,051.25;393;279.25;2,447;5,253.25;40;0;2,427.25;1,092;1,311.25;1;311.25
Apr 17, 2023;2:15 PM;2:30 PM;1,050.25;399.25;278.5;2,535;5,173.75;38.5;0;2,410.25;1,070.5;1,309.75;6.75;304.25
Apr 17, 2023;2:30 PM;2:45 PM;1,049.25;396.75;281.5;2,570.25;5,084.5;38.5;0;2,401.75;1,051.25;1,296.5;16;306.5
Apr 17, 2023;2:45 PM;3:00 PM;1,049.25;381.25;290;2,635.5;4,953;38.5;0;2,378;1,059;1,305.25;3;309.5
Apr 17, 2023;3:00 PM;3:15 PM;1,052.25;385;278.5;2,669.25;4,706;38.5;0;2,395.75;1,062;1,306.75;126.5;308
Apr 17, 2023;3:15 PM;3:30 PM;1,053.5;375;222.25;2,743.5;4,530.75;36.75;0;2,411;1,072;1,291.25;116;302.25
Apr 17, 2023;3:30 PM;3:45 PM;1,055.25;375;228.25;2,823.5;4,281.25;36;0;2,430;1,096.25;1,309.25;122;300
Apr 17, 2023;3:45 PM;4:00 PM;1,056.5;374.75;235.75;2,908.25;4,079.5;36;0;2,464.5;1,112.25;1,297;141.25;301.5
Apr 17, 2023;4:00 PM;4:15 PM;1,065.25;374.5;230.5;2,976.25;3,814.25;35.75;0;2,634;1,111.75;1,261;82.5;302.75
Apr 17, 2023;4:15 PM;4:30 PM;1,072;375.25;348;2,958.75;3,579.75;35.75;0;2,697.25;1,112.75;1,251.5;93.5;300.75
Apr 17, 2023;4:30 PM;4:45 PM;1,072.75;375;344.25;2,982.75;3,281.5;35.75;0;2,693.75;1,111;1,316.5;97.5;303
Apr 17, 2023;4:45 PM;5:00 PM;1,074.5;375.5;330.25;3,030.5;2,994.75;35.75;0;2,706.5;1,112.75;1,312.25;138.5;305.25
Apr 17, 2023;5:00 PM;5:15 PM;1,084;376.75;412;3,095.5;2,719.25;37.75;0;2,784.5;1,142.75;1,374.5;83.25;310.5
Apr 17, 2023;5:15 PM;5:30 PM;1,089.5;411.25;393.5;3,174;2,445.5;38.25;0;2,804.5;1,120.5;1,388.75;163.75;310.75
Apr 17, 2023;5:30 PM;5:45 PM;1,092.25;401.75;383.75;3,240.25;2,146;38.25;0;2,805.25;1,130.25;1,487.25;248.75;311.25
Apr 17, 2023;5:45 PM;6:00 PM;1,100.25;405;405;3,275.75;1,860.75;38.25;0;2,821.5;1,162;1,527.5;445;311.25
Apr 17, 2023;6:00 PM;6:15 PM;1,121.25;389.5;414.25;3,299;1,547.5;39.75;0;2,860;1,055.25;1,615.25;170;313
Apr 17, 2023;6:15 PM;6:30 PM;1,128;393.5;429.5;3,314;1,269.25;40;0;2,878.5;1,172.25;1,698.75;265;313.5
Apr 17, 2023;6:30 PM;6:45 PM;1,137;386.25;452.75;3,333.25;994.5;40;0;2,887.25;1,250.75;1,754;447;313.75
Apr 17, 2023;6:45 PM;7:00 PM;1,144.75;393.25;472.75;3,317;746.25;40.75;0;2,883.25;1,275.25;1,805.75;663;315.5
Apr 17, 2023;7:00 PM;7:15 PM;1,145;384.25;495;3,284.5;530.75;42.75;0;2,871;1,292;1,828.5;909;321.5
Apr 17, 2023;7:15 PM;7:30 PM;1,144.5;398.25;498.25;3,210.75;343.5;42.75;0;2,872.75;1,297;1,858.5;1,025.5;320.25
Apr 17, 2023;7:30 PM;7:45 PM;1,147.5;402;475;3,162;198.25;42.75;0;2,881.75;1,297;1,883.25;1,247.5;318.75
Apr 17, 2023;7:45 PM;8:00 PM;1,149.75;401.25;466;3,146.25;89.75;42.75;0;2,883.25;1,299.75;1,885;1,367;317.5
Apr 17, 2023;8:00 PM;8:15 PM;1,145.5;399.75;462.75;3,195.5;28.25;42.75;0;2,879.25;1,306.75;1,872;1,387.5;317.75
Apr 17, 2023;8:15 PM;8:30 PM;1,148;389;481.75;3,215.25;5.25;42.75;0;2,890.25;1,308.5;1,878.5;1,256.25;318.5
Apr 17, 2023;8:30 PM;8:45 PM;1,148.5;370.25;507.5;3,228;0.25;42.75;0;2,887.5;1,307.5;1,841.25;1,074.75;318.75
Apr 17, 2023;8:45 PM;9:00 PM;1,146.75;364.25;525;3,276.25;0;42.75;0;2,887.75;1,310.5;1,814.5;800.25;316.25
Apr 17, 2023;9:00 PM;9:15 PM;1,134.5;400.5;520.5;3,292;0;42.75;0;2,899.25;1,302.5;1,863;1,088.25;316.75
