Datum;Anfang;Ende;Biomass [MWh] Originalauflösungen;Hydropower [MWh] Originalauflösungen;Wind offshore [MWh] Originalauflösungen;Wind onshore [MWh] Originalauflösungen;Photovoltaics [MWh] Originalauflösungen;Other renewable [MWh] Originalauflösungen;Nuclear [MWh] Originalauflösungen;Lignite [MWh] Originalauflösungen;Hard coal [MWh] Originalauflösungen;Fossil gas [MWh] Originalauflösungen;Hydro pumped storage [MWh] Originalauflösungen;Other conventional [MWh] Originalauflösungen
Jan 1, 2023;12:00 AM;12:15 AM;1,094.25;320;684.25;7,145.75;0;32.25;615.25;962.75;517;429.75;13.5;307.25
Jan 1, 2023;12:15 AM;12:30 AM;1,091.25;317.5;743.5;7,158.25;0;32.25;614.75;963.25;518;429.5;9.75;307.25
Jan 1, 2023;12:30 AM;12:45 AM;1,090.25;317.25;817;7,302.25;0;32.5;615;966.5;517;432;9.75;308.25
Jan 1, 2023;12:45 AM;1:00 AM;1,089.25;321.5;814.5;7,104.25;0;32.5;614.5;966.75;515.5;430.5;9.75;306
Jan 1, 2023;1:00 AM;1:15 AM;1,085.25;315.25;785.5;7,322;0;32.25;614.5;969;513.25;391.25;26.5;306.75
Jan 1, 2023;1:15 AM;1:30 AM;1,087.75;304.75;898.5;7,332.75;0;32.25;614.75;965.75;514;389.5;45;305
Jan 1, 2023;1:30 AM;1:45 AM;1,086.5;303.5;943.75;7,259.75;0;32.25;614.75;967.5;513.75;393.75;50.5;302
Jan 1, 2023;1:45 AM;2:00 AM;1,085.25;304.25;958.25;7,390.5;0;32.25;614.75;964.25;511;393.5;50.5;304.5
Jan 1, 2023;2:00 AM;2:15 AM;1,080.25;308.25;1,009.75;7,229;0;32.25;615;963;509.75;391.5;41.25;303
Jan 1, 2023;2:15 AM;2:30 AM;1,084.25;305.5;967;7,421.75;0;32.25;614.75;967;509;394.5;40.75;303.75
Jan 1, 2023;2:30 AM;2:45 AM;1,084.75;305.75;936.25;7,263;0;32.25;615.25;967.75;508;394.5;40.75;302.25
Jan 1, 2023;2:45 AM;3:00 AM;1,083.75;304;929.25;7,352.25;0;32.25;614.75;962.5;507.5;391;40.75;302.5
Jan 1, 2023;3:00 AM;3:15 AM;1,083.5;309.25;907;6,925.25;0;32.25;615;969.75;509;386.25;40.25;302.25
Jan 1, 2023;3:15 AM;3:30 AM;1,084;304.5;886.25;6,767.5;0;32.25;615;964.5;509.75;395.25;40.25;302.75
Jan 1, 2023;3:30 AM;3:45 AM;1,084.75;304.25;876.5;6,657.25;0;32.25;615.25;964.5;509.5;391.25;40.25;302.5
Jan 1, 2023;3:45 AM;4:00 AM;1,086.5;306.25;793.5;6,658.5;0;32.25;615.25;966;508.75;392;40.25;304.25
Jan 1, 2023;4:00 AM;4:15 AM;1,086.25;317.5;821.5;6,738.5;0;32.25;615.25;957.25;508.75;392.75;40.25;303.5
Jan 1, 2023;4:15 AM;4:30 AM;1,087.5;314.75;887;6,609.75;0;32;615.25;963.75;509.75;392.25;40.25;303.75
Jan 1, 2023;4:30 AM;4:45 AM;1,090.5;307.75;911.5;6,521.5;0;32;615.25;962.25;511.25;392.5;40;303.25
Jan 1, 2023;4:45 AM;5:00 AM;1,089;305;842.25;6,569;0;32;615.25;957.75;510.5;373;40;303.75
Jan 1, 2023;5:00 AM;5:15 AM;1,089.5;305;847.75;6,830.25;0;32.25;616.25;957.75;508.25;376;39.75;302
Jan 1, 2023;5:15 AM;5:30 AM;1,092.75;310.5;820;6,723.25;0;32.25;616;948.75;510.25;388;45.25;301.75
Jan 1, 2023;5:30 AM;5:45 AM;1,094.25;307;833.25;6,620;0;32.25;616.5;948.75;509;386;55.25;299.5
Jan 1, 2023;5:45 AM;6:00 AM;1,093.75;305.25;839;6,621.5;0;32.25;616.5;948.75;509;389.75;52.5;300.75
Jan 1, 2023;6:00 AM;6:15 AM;1,100.75;303;846.25;6,693.5;0;32.25;616;944.75;509;392;42.25;301.75
Jan 1, 2023;6:15 AM;6:30 AM;1,102.75;305;806.5;6,665.5;0;32;616.25;945.5;508.25;394.25;42.5;300.75
Jan 1, 2023;6:30 AM;6:45 AM;1,101.25;307;808.25;6,652.5;0;32.25;616.25;954.75;508.5;395.25;42.5;301
Jan 1, 2023;6:45 AM;7:00 AM;1,102.75;309;807.5;6,611.25;0;32.25;615.75;956.5;507.25;395.75;43;302.5
Jan 1, 2023;7:00 AM;7:15 AM;1,110.25;314;893.5;6,812.75;0;32.25;616.25;956.25;508;389.75;41.5;302.25
Jan 1, 2023;7:15 AM;7:30 AM;1,117.5;328.75;854;6,790.25;0;32.25;616;956.25;507.75;393.75;42.5;302.75
Jan 1, 2023;7:30 AM;7:45 AM;1,118.5;323;860.5;6,805.25;0;32.25;616;957.25;507;393.75;41.5;302
Jan 1, 2023;7:45 AM;8:00 AM;1,120.25;320.25;871.75;6,714.25;0;32.25;616;960.75;508.25;391.75;40.25;302.25
Jan 1, 2023;8:00 AM;8:15 AM;1,122.25;317.75;779.5;6,702.5;1.75;32.25;616;948.5;508.5;392;40.25;305.75
Jan 1, 2023;8:15 AM;8:30 AM;1,129.25;300.75;805.25;6,660.5;23;32.25;615.25;947.25;508.25;392;40;306
Jan 1, 2023;8:30 AM;8:45 AM;1,130.25;301.75;765.5;6,578.75;156.75;32.25;615.75;947.75;509;391.75;40.25;305
Jan 1, 2023;8:45 AM;9:00 AM;1,132.5;304.75;767.25;6,476.75;359.75;32.25;615.75;945.25;511.5;388;40;303.75
Jan 1, 2023;9:00 AM;9:15 AM;1,131;311.25;868.25;6,338.25;581.75;32.25;616.5;942.75;512.25;389;4.5;303.25
Jan 1, 2023;9:15 AM;9:30 AM;1,131.75;306.5;864.25;6,338.5;785.25;32;616.75;951.25;509.25;389.5;1.25;303.5
Jan 1, 2023;9:30 AM;9:45 AM;1,133.5;308.25;868.25;6,251.5;984.75;32;616.5;946.5;506.5;383.75;1.75;304.25
Jan 1, 2023;9:45 AM;10:00 AM;1,137.5;306.5;867;6,201.75;1,192.25;32;616.5;946;500;383.25;30.75;303.5
Jan 1, 2023;10:00 AM;10:15 AM;1,134;312.75;854;6,225;1,408.75;32;616.25;954.5;499.75;383.75;58.25;302.25
Jan 1, 2023;10:15 AM;10:30 AM;1,135;337.75;854.25;6,102;1,602.25;31.75;616;950.75;500.5;383.5;13;303
Jan 1, 2023;10:30 AM;10:45 AM;1,136.75;348.25;833.75;5,993;1,772.75;31.75;616;949.75;499;382.25;32;303.75
Jan 1, 2023;10:45 AM;11:00 AM;1,136.5;364.25;854.25;5,844.75;1,930.75;31.75;615.75;953.25;498.25;381.5;37.75;303.75
Jan 1, 2023;11:00 AM;11:15 AM;1,135.75;338.75;860.75;5,773.25;2,069.75;31.75;615.25;956.5;499.5;382.25;60;302.75
Jan 1, 2023;11:15 AM;11:30 AM;1,136.25;329.75;897.25;5,755.75;2,170;31.5;615.5;952.75;502;384;53.75;304.25
Jan 1, 2023;11:30 AM;11:45 AM;1,135.5;325.5;910;5,802.5;2,261;31.5;615.5;956.5;501.5;383.25;32.5;303.5
Jan 1, 2023;11:45 AM;12:00 PM;1,136;320.25;931.5;5,759.5;2,319.25;31.5;615.5;959;502.25;382;31.25;304
Jan 1, 2023;12:00 PM;12:15 PM;1,125.75;328;890.75;5,612.75;2,324;31.5;615.5;954.25;505.75;378.5;120.25;304.5
Jan 1, 2023;12:15 PM;12:30 PM;1,124.25;315;863.75;5,460.75;2,318;31.5;614.75;959.75;505;379.25;169.25;303.5
Jan 1, 2023;12:30 PM;12:45 PM;1,124.25;312.75;890;5,291.25;2,322.5;31.25;614.5;955.25;504.75;380;137.5;304.5
Jan 1, 2023;12:45 PM;1:00 PM;1,124.75;316.5;983.75;5,191;2,284.5;31.25;613.75;965;505.5;376;80.25;304.25
Jan 1, 2023;1:00 PM;1:15 PM;1,121.25;309;992.5;5,239.75;2,228.75;31.25;614;979.25;510.5;376;29.5;306
Jan 1, 2023;1:15 PM;1:30 PM;1,122.25;313.75;1,005;5,149;2,124.5;31.25;614.25;1,003.5;511.25;380.25;41.75;306.75
Jan 1, 2023;1:30 PM;1:45 PM;1,124.25;314;1,030.75;4,994;1,955;31.25;613.75;1,019;512;380.5;71.75;307.25
Jan 1, 2023;1:45 PM;2:00 PM;1,124;315.75;1,035.5;4,955.75;1,780.5;31.25;614;1,017;512.75;382.5;104.75;307.25
Jan 1, 2023;2:00 PM;2:15 PM;1,094.75;308.5;1,536.5;5,182.5;1,606.5;31.25;614;1,015.25;513.5;384.25;84.25;308
Jan 1, 2023;2:15 PM;2:30 PM;1,123.5;312.5;1,671.5;5,158.5;1,422;31.25;613.5;1,015.25;512.75;383;58.75;307.5
Jan 1, 2023;2:30 PM;2:45 PM;1,123;322.75;1,674.75;5,006.25;1,205.5;31.25;613;1,018;511.5;383;129.5;307.25
Jan 1, 2023;2:45 PM;3:00 PM;1,129.25;316.5;1,679.25;5,105;987.25;31.25;613.25;1,021.75;510.25;380.5;131;306.75
Jan 1, 2023;3:00 PM;3:15 PM;1,135.75;310.5;1,677.75;5,451.25;774;31.5;612.75;1,017;514.25;380;145;308
Jan 1, 2023;3:15 PM;3:30 PM;1,137.75;302.75;1,676;5,625.25;567.25;31.5;612.5;1,022.75;516.75;382;181.75;307
Jan 1, 2023;3:30 PM;3:45 PM;1,139.25;307;1,675;5,605.25;372.75;31.5;612.25;1,020.75;517.75;380.25;104.75;305.75
Jan 1, 2023;3:45 PM;4:00 PM;1,146.5;300;1,672.25;5,521.5;199.75;31.5;612;1,037;532.75;376;407.75;301.5
Jan 1, 2023;4:00 PM;4:15 PM;1,156;302.5;1,667.75;5,396.25;81.75;31.75;612.75;1,060.75;574;404.75;176.25;301.5
Jan 1, 2023;4:15 PM;4:30 PM;1,161;314.5;1,664;5,271.25;21.25;31.75;613;1,074;613.25;407.75;482.75;302.5
Jan 1, 2023;4:30 PM;4:45 PM;1,161.5;315;1,666.25;5,168.75;1.75;32;613.25;1,079.25;628.25;408;762.25;305
Jan 1, 2023;4:45 PM;5:00 PM;1,165.25;334.5;1,660.75;5,056.75;0;32;613;1,069.75;634.75;404.5;955;307.25
Jan 1, 2023;5:00 PM;5:15 PM;1,174.75;323;1,647.5;4,967.75;0;32;614;1,036.75;577;396.5;583.75;308.5
Jan 1, 2023;5:15 PM;5:30 PM;1,179.25;318.5;1,644.75;4,942.75;0;32;614;1,066.5;551.5;399.25;727.5;309.75
Jan 1, 2023;5:30 PM;5:45 PM;1,177.75;312;1,632.75;4,943;0;32.25;614.25;1,090.75;551.75;404;762.5;309.75
Jan 1, 2023;5:45 PM;6:00 PM;1,182.25;302.25;1,630;4,956.5;0;32.25;614.5;1,096.75;557.5;401.75;913;309.75
Jan 1, 2023;6:00 PM;6:15 PM;1,179.25;301;1,571.5;4,937;0;32.25;614.5;1,126.25;568.75;417;834.5;310.5
Jan 1, 2023;6:15 PM;6:30 PM;1,178.75;304.5;1,545.5;4,890.25;0;32.25;614.5;1,152.75;590.75;413;888.25;308.75
Jan 1, 2023;6:30 PM;6:45 PM;1,177.25;304.75;1,524.25;4,888.75;0;32.25;614;1,150.25;597.75;411;851;307.25
Jan 1, 2023;6:45 PM;7:00 PM;1,175.25;303.25;1,538.75;4,823.5;0;32.25;614.25;1,172.75;604.5;416.25;763.5;308.75
Jan 1, 2023;7:00 PM;7:15 PM;1,171.5;311;1,550.5;4,756.5;0;33;614.75;1,123.5;602.5;411;886.75;310.25
Jan 1, 2023;7:15 PM;7:30 PM;1,169.75;298.75;1,536;4,791.5;0;33;614.75;1,124;603;413.5;723.25;308
Jan 1, 2023;7:30 PM;7:45 PM;1,169;304;1,486.5;4,810.75;0;32.75;614.5;1,125.75;600.5;410;667.5;308.5
Jan 1, 2023;7:45 PM;8:00 PM;1,168.5;302.25;1,433.25;4,805.5;0;32.25;614.75;1,140;571.5;406.25;570.5;308.75
Jan 1, 2023;8:00 PM;8:15 PM;1,158.25;305.75;1,407.5;4,847.75;0;32.25;615.25;1,126;562.25;416;656.75;309.5
Jan 1, 2023;8:15 PM;8:30 PM;1,154.75;300.75;1,397.25;4,868.5;0;32.25;615.75;1,114.75;552.25;417.75;508.5;310
Jan 1, 2023;8:30 PM;8:45 PM;1,155;296.75;1,386.75;4,887.75;0;32.25;616;1,099.25;548.5;419.25;322;309.25
Jan 1, 2023;8:45 PM;9:00 PM;1,156;294;1,401.25;4,956.25;0;32.25;615.25;1,116;533.5;418.75;250.5;310.25
Jan 1, 2023;9:00 PM;9:15 PM;1,146;293.75;1,541;4,986;0;32.25;615.25;1,136.75;475.25;405;416;307.75
Jan 1, 2023;9:15 PM;9:30 PM;1,143;294;1,537.75;4,896.75;0;32.25;615.5;1,129.5;479.25;412.75;401.25;308
Jan 1, 2023;9:30 PM;9:45 PM;1,141.75;294.5;1,532.75;4,796;0;32.25;616;1,126.25;479.5;408.5;337.5;308.75
Jan 1, 2023;9:45 PM;10:00 PM;1,142.5;294.5;1,485.5;4,750.75;0;32.25;615;1,126;479.25;410.25;348;306.25
Jan 1, 2023;10:00 PM;10:15 PM;1,129.75;308;1,399.75;4,682.5;0;32.5;615.25;1,126;477.25;411.5;390.25;308.5
Jan 1, 2023;10:15 PM;10:30 PM;1,128.25;300.25;1,304.5;4,635;0;32.25;615.5;1,126.5;476;414;413.5;308.25
Jan 1, 2023;10:30 PM;10:45 PM;1,128;304.5;1,229;4,600.5;0;32.25;615.5;1,126.25;471.75;418.25;322;305.5
Jan 1, 2023;10:45 PM;11:00 PM;1,126.25;298.75;1,208.75;4,563;0;32.25;615.25;1,151.25;472.25;419.5;188.25;306.5
Jan 1, 2023;11:00 PM;11:15 PM;1,114;296.5;1,238;4,522.25;0;32.5;615;1,149.5;468.75;417.5;249;308.25
Jan 1, 2023;11:15 PM;11:30 PM;1,114.25;293.75;1,208;4,545;0;32.5;614.75;1,138.25;466.25;417.25;56.5;308.5
Jan 1, 2023;11:30 PM;11:45 PM;1,112.75;292.5;1,179.75;4,583.75;0;32.5;615;1,149.25;466.25;412.75;30.75;307.75
Jan 1, 2023;11:45 PM;12:00 AM;1,107.75;292.25;1,103.5;4,582.25;0;32.5;615.75;1,164;464.5;418;2.75;309.25
Jan 2, 2023;12:00 AM;12:15 AM;1,089.5;302.75;969.5;4,603;0;32.5;615.75;1,181.5;497;430.5;11.25;308.25
Jan 2, 2023;12:15 AM;12:30 AM;1,088;303.75;801.5;4,644.25;0;32.5;615.75;1,176.5;497.75;424.5;41;308.75
Jan 2, 2023;12:30 AM;12:45 AM;1,088.75;315.5;607.75;4,678;0;32.5;615.75;1,181.25;494;428.75;44;309.75
Jan 2, 2023;12:45 AM;1:00 AM;1,089;324;502.25;4,677;0;32.5;615.5;1,182.75;494;430;58.5;306.75
Jan 2, 2023;1:00 AM;1:15 AM;1,083;310.25;482.25;4,736.75;0;32.5;614.75;1,183.75;493.25;419;67;307.25
Jan 2, 2023;1:15 AM;1:30 AM;1,082;296.5;448.25;4,815.25;0;32.5;615.5;1,189.75;491.5;417;43.25;307
Jan 2, 2023;1:30 AM;1:45 AM;1,081.25;298;415.25;4,802.75;0;32.5;615.5;1,190.75;492.25;424.5;40.75;304.75
Jan 2, 2023;1:45 AM;2:00 AM;1,081;299;399.5;4,767;0;32.5;615.5;1,188;492.75;425.25;40.25;307
Jan 2, 2023;2:00 AM;2:15 AM;1,079;316.5;342;5,053;0;32.5;615.25;1,186.75;503.75;429;43.75;304
Jan 2, 2023;2:15 AM;2:30 AM;1,079.25;303.25;318.25;5,256.75;0;32.5;615;1,193.5;504.75;428;40.75;301.5
Jan 2, 2023;2:30 AM;2:45 AM;1,076.5;307;278.25;5,312;0;32.5;615.25;1,194.75;503;427.75;41.5;300.5
Jan 2, 2023;2:45 AM;3:00 AM;1,080.25;310.5;245.25;5,365;0;32.5;615.5;1,193.75;499.5;429.25;41;302.25
Jan 2, 2023;3:00 AM;3:15 AM;1,079;316.75;229.25;5,468;0;32.5;615;1,199.25;502.75;426.75;42.5;302
Jan 2, 2023;3:15 AM;3:30 AM;1,081.5;309.75;225.75;5,600.25;0;32.5;615.25;1,204.25;504.5;426.75;45.75;305.25
Jan 2, 2023;3:30 AM;3:45 AM;1,084.25;309.5;199.75;5,723;0;32.75;615.5;1,204.5;506.5;425.25;51;305.75
Jan 2, 2023;3:45 AM;4:00 AM;1,084.5;310.75;196.25;5,818;0;32.5;614.75;1,205.5;505.5;427.75;51;306.5
Jan 2, 2023;4:00 AM;4:15 AM;1,087.75;320.5;176.25;6,017.5;0;32.75;614.75;1,280.5;513.25;432.75;43;303
Jan 2, 2023;4:15 AM;4:30 AM;1,093.25;321.25;160.75;6,116.25;0;32.5;614.75;1,370.25;514;428;44.75;303.75
Jan 2, 2023;4:30 AM;4:45 AM;1,093;311.25;166.25;6,189;0;32.5;614.75;1,449.5;514.5;431;43;304.25
Jan 2, 2023;4:45 AM;5:00 AM;1,098;301;178.75;6,338.25;0;32.5;615;1,508;512;437.5;40.5;303.75
Jan 2, 2023;5:00 AM;5:15 AM;1,099;319.25;184;6,322.5;0;32.75;614.25;1,562;529.75;441.25;39.75;299.5
Jan 2, 2023;5:15 AM;5:30 AM;1,106.5;308.25;204.5;6,363;0;32.5;615;1,565.5;536.25;449.5;39.25;298.5
Jan 2, 2023;5:30 AM;5:45 AM;1,106.75;316.75;225.75;6,466.75;0;32.5;615.25;1,570.25;540;452.5;39.25;297.25
Jan 2, 2023;5:45 AM;6:00 AM;1,108.5;319.25;244.25;6,625.75;0;32.5;615;1,621.75;539.5;450;94;297.75
Jan 2, 2023;6:00 AM;6:15 AM;1,118.5;306.5;271.75;6,790.75;0;32.5;615.25;1,795.5;555;485;39.25;310
Jan 2, 2023;6:15 AM;6:30 AM;1,125.5;304.5;282.75;6,914.75;0;32.5;615;1,960.75;559.25;488.5;263.25;310.25
Jan 2, 2023;6:30 AM;6:45 AM;1,123;300.75;312.75;6,935.75;0;32.75;614.5;2,071.5;617.25;497.75;349.5;308.75
Jan 2, 2023;6:45 AM;7:00 AM;1,128.75;294.5;307;7,012.5;0;33;614.75;2,206.5;652;503.75;253;305
Jan 2, 2023;7:00 AM;7:15 AM;1,145.75;294.75;304.5;7,127;0;32.75;615.5;2,406.75;663.25;516.5;140.25;307.5
Jan 2, 2023;7:15 AM;7:30 AM;1,151.75;307.25;310.5;7,192.25;0;32.75;615.25;2,538.5;668.25;531;118;310.75
Jan 2, 2023;7:30 AM;7:45 AM;1,155.25;313.5;329.75;7,311.25;0;32.75;615.5;2,577.75;676.25;526.25;14.75;311.5
Jan 2, 2023;7:45 AM;8:00 AM;1,161.5;305.75;355;7,510.5;0;32.75;616;2,591.25;683.5;516.75;242.25;310.25
Jan 2, 2023;8:00 AM;8:15 AM;1,168.5;298;382.25;7,569.75;1.75;32.75;615.75;2,649;711.75;515.5;241;312.5
Jan 2, 2023;8:15 AM;8:30 AM;1,170.25;301.25;422.5;7,584.75;24.75;32.75;615;2,684.25;720;518;212.25;314.75
Jan 2, 2023;8:30 AM;8:45 AM;1,176.75;301.75;457.25;7,652;141;32.75;615.5;2,710;735;524.5;74;315.25
Jan 2, 2023;8:45 AM;9:00 AM;1,181;300;484.75;7,631.25;288.75;32.75;615.5;2,750;753;529;78.25;315
Jan 2, 2023;9:00 AM;9:15 AM;1,178.5;305.25;491;7,681.25;458.75;32.75;615.5;2,861;773;547.5;280.5;317
Jan 2, 2023;9:15 AM;9:30 AM;1,178.75;303.25;500.75;7,618.5;636;32.75;615.25;2,954.75;792.25;550.5;262.75;316.25
Jan 2, 2023;9:30 AM;9:45 AM;1,182.25;302.75;490.75;7,527.75;805.5;32.75;616;2,973.5;811.75;549.5;209.5;317.75
Jan 2, 2023;9:45 AM;10:00 AM;1,183;308.25;495.75;7,432;982.75;32.75;616.25;2,998.75;834.5;554.25;200.5;316
Jan 2, 2023;10:00 AM;10:15 AM;1,178.5;326;524;7,288.75;1,133.75;33.5;616.25;3,089.5;847.25;575.75;659.25;318.75
Jan 2, 2023;10:15 AM;10:30 AM;1,181.5;323.5;569.5;7,210;1,314;34;615.25;3,107.25;855.25;587.5;576;318.5
Jan 2, 2023;10:30 AM;10:45 AM;1,182.25;333.25;579;7,023;1,477.75;34.25;615.5;3,123.25;870.25;596.75;381;320
Jan 2, 2023;10:45 AM;11:00 AM;1,183;322;617.25;6,901.25;1,607.25;34.5;616;3,154.25;884.75;607.75;363.75;321
Jan 2, 2023;11:00 AM;11:15 AM;1,175.75;327.25;716.25;6,857.75;1,742.25;34.5;616.5;3,143.75;915.5;586.25;478.5;320
Jan 2, 2023;11:15 AM;11:30 AM;1,177.5;316.25;762.25;6,847;1,823;34.5;616.25;3,129.5;924.5;588.75;363.25;316
Jan 2, 2023;11:30 AM;11:45 AM;1,176;322.5;775.25;6,773;1,881.75;34.5;616.25;3,144.75;941.75;654;416.75;319.5
Jan 2, 2023;11:45 AM;12:00 PM;1,172.75;327.75;778;6,737.5;1,924;34.25;616;3,145.25;916.25;655;467.25;321.25
Jan 2, 2023;12:00 PM;12:15 PM;1,167.5;313.5;819.75;6,741.75;1,933.25;34;616;3,158.75;869.5;572.25;380.5;320.25
Jan 2, 2023;12:15 PM;12:30 PM;1,164.5;328;796.5;6,704.25;1,932.5;32.75;615.75;3,159.25;853.25;555.75;264.25;316.75
Jan 2, 2023;12:30 PM;12:45 PM;1,165;330;814.75;6,660.5;1,909.25;32.5;615.75;3,162;836;565.25;236;318.25
Jan 2, 2023;12:45 PM;1:00 PM;1,164;329.75;884.75;6,601.75;1,836.25;32.5;615.5;3,190.5;839.75;558.25;188;318
Jan 2, 2023;1:00 PM;1:15 PM;1,162.25;313;997;6,583.75;1,713.5;32.5;615.5;3,248.5;863.75;532;119.5;330.25
Jan 2, 2023;1:15 PM;1:30 PM;1,163;329;1,089.25;6,449.75;1,547.75;32.5;614.5;3,278.25;881.5;541;110.5;332
Jan 2, 2023;1:30 PM;1:45 PM;1,163.75;335;1,161.75;6,337;1,396.5;32.5;614.75;3,297;874.75;547.25;115.5;332.5
Jan 2, 2023;1:45 PM;2:00 PM;1,162.25;331.25;1,219.5;6,299.75;1,261.25;32.5;614.5;3,291.75;885.75;550.75;124.25;329.75
Jan 2, 2023;2:00 PM;2:15 PM;1,162.5;304.25;1,327.75;6,278.5;1,095.25;32.75;614.75;3,295;926.75;561.25;111.5;326.25
Jan 2, 2023;2:15 PM;2:30 PM;1,165;302;1,430;6,255.25;939.25;33;614.5;3,309.5;941.25;603.5;68.5;326
Jan 2, 2023;2:30 PM;2:45 PM;1,166.5;302;1,476.75;6,169.25;762;34.25;614.5;3,306.75;946.25;651.5;126;329.25
Jan 2, 2023;2:45 PM;3:00 PM;1,165.25;300.25;1,496.75;6,040.25;590.75;34.25;614.25;3,320.75;947;649.5;319.75;331
Jan 2, 2023;3:00 PM;3:15 PM;1,172.75;299.75;1,487.5;5,914.5;446.5;34.25;614.75;3,345.75;939.75;633;54.5;331
Jan 2, 2023;3:15 PM;3:30 PM;1,177.25;301.25;1,480;5,818.5;314.25;34.25;614.75;3,348.75;958.75;654.25;138.75;330.5
Jan 2, 2023;3:30 PM;3:45 PM;1,178.75;299.5;1,468;5,808.75;195;34.25;614.75;3,345;975.75;618.75;325.75;330.75
Jan 2, 2023;3:45 PM;4:00 PM;1,183.25;298.75;1,495.75;5,840.5;100.5;34.5;614.75;3,344.25;975.25;627;419.25;329.75
Jan 2, 2023;4:00 PM;4:15 PM;1,199.25;303.75;1,537;5,784.5;36.5;34.5;614.5;3,343.75;984.5;666;200.25;334.5
Jan 2, 2023;4:15 PM;4:30 PM;1,205.75;307;1,523.25;5,644.75;8.25;34.5;614.5;3,346.75;995.75;649.5;305.5;335.75
Jan 2, 2023;4:30 PM;4:45 PM;1,207.75;304.25;1,564;5,592.25;0.75;34.5;614.5;3,348.5;996.5;634.5;650.5;333.25
Jan 2, 2023;4:45 PM;5:00 PM;1,214;304.75;1,587.5;5,538.25;0;34.5;614.5;3,353.5;994.5;652.75;965.25;333
Jan 2, 2023;5:00 PM;5:15 PM;1,222.75;305.75;1,608.75;5,535.75;0;34.5;614.25;3,354.5;1,038.5;699.5;1,221.25;334.75
Jan 2, 2023;5:15 PM;5:30 PM;1,223.5;307.5;1,620.75;5,553.5;0;34.75;614;3,345.25;1,047.25;697.75;1,390.75;334.5
Jan 2, 2023;5:30 PM;5:45 PM;1,224.5;306.5;1,582.75;5,656.5;0;34.75;613.75;3,347.25;1,057;700.75;1,444.75;333.25
Jan 2, 2023;5:45 PM;6:00 PM;1,227;306;1,564;5,789.5;0;34.75;614.25;3,349;1,021;699.5;1,384.75;333.5
Jan 2, 2023;6:00 PM;6:15 PM;1,230.75;310.25;1,558.25;5,777;0;34.75;614.25;3,346.75;1,072.75;700.75;1,513.75;334.25
Jan 2, 2023;6:15 PM;6:30 PM;1,226.75;311.25;1,522.5;5,768.25;0;34.75;613.75;3,342.25;1,048;697;1,473.5;333
Jan 2, 2023;6:30 PM;6:45 PM;1,227.25;308;1,506;5,757.25;0;34.75;613.5;3,350.5;1,066;694.5;1,400;333.25
Jan 2, 2023;6:45 PM;7:00 PM;1,227;309;1,546;5,776;0;34.75;613.75;3,352.5;1,085.75;695;1,185;333.75
Jan 2, 2023;7:00 PM;7:15 PM;1,222.75;326;1,545.25;5,777.75;0;34.75;614;3,350.5;1,096.5;697;1,384;334.5
Jan 2, 2023;7:15 PM;7:30 PM;1,218.75;328.5;1,541.5;5,695.5;0;34.75;614;3,353.75;1,085;706.5;1,108.25;334.75
Jan 2, 2023;7:30 PM;7:45 PM;1,218.25;310.5;1,516.25;5,653.75;0;34.75;614.25;3,357.75;1,097.25;732.5;922.75;333.5
Jan 2, 2023;7:45 PM;8:00 PM;1,219.75;313;1,454.75;5,603.75;0;34.75;614.75;3,359.75;1,086.5;727.75;617.25;333.75
Jan 2, 2023;8:00 PM;8:15 PM;1,201.5;309;1,434.5;5,555.75;0;34.75;614.75;3,352.5;1,069.25;700.5;545.75;334.5
Jan 2, 2023;8:15 PM;8:30 PM;1,192.5;309.5;1,471.5;5,524.25;0;34.75;614.25;3,345.75;1,068;687.25;299.25;333.75
Jan 2, 2023;8:30 PM;8:45 PM;1,191;313;1,464.25;5,496.5;0;34.75;614;3,362.75;1,057;697;88.25;333.75
Jan 2, 2023;8:45 PM;9:00 PM;1,189.25;310.25;1,477.25;5,507.5;0;34.75;614.5;3,355.5;1,041.25;692.25;18.75;332.75
Jan 2, 2023;9:00 PM;9:15 PM;1,173.75;315.75;1,443.25;5,420;0;34.75;614.25;3,363.25;1,006.25;673.5;254.25;332.75
Jan 2, 2023;9:15 PM;9:30 PM;1,167;318;1,401.75;5,347;0;34.75;614.5;3,360.5;971.5;668;50;332.75
Jan 2, 2023;9:30 PM;9:45 PM;1,166;312.75;1,368.5;5,267;0;34.75;614.25;3,349.5;941;658.75;15;332.75
Jan 2, 2023;9:45 PM;10:00 PM;1,164.5;312.5;1,332.25;5,213;0;35;613.75;3,343.5;918.75;660.5;6;332
Jan 2, 2023;10:00 PM;10:15 PM;1,148;327.75;1,308;5,115;0;35;614.25;3,370.25;958;657.25;120.25;334
Jan 2, 2023;10:15 PM;10:30 PM;1,144;314.75;1,309.5;5,080.75;0;35;615;3,373.75;912.25;657.5;64.25;334.25
Jan 2, 2023;10:30 PM;10:45 PM;1,140.75;315.5;1,312.25;5,041.5;0;35;614.25;3,382.75;891.75;661.25;27.5;333.5
Jan 2, 2023;10:45 PM;11:00 PM;1,146.75;315;1,308;5,037.75;0;35;614.75;3,371.75;876.75;656.25;6.5;333
Jan 2, 2023;11:00 PM;11:15 PM;1,142;333;1,254;4,976;0;35;614.25;3,365.5;841.75;639.25;51.5;331.25
